ExperimentName,Subject,Block,Procedure.Block.,Procedure.Trial.,cue_target,ListNum,JOL,Prompt,Response,Correct?,Direction
T_JOL D,68,1,BlockProc2,StudyProc5,Plant - Cactus,38,19,Plant - ?,,,B
T_JOL D,68,1,BlockProc2,StudyProc5,Cold - Chill,39,6,Cold - ?,warm,,B
T_JOL D,68,1,BlockProc2,StudyProc5,Love - Affection,40,36,Love - ?,hate,,B
T_JOL D,68,1,BlockProc2,StudyProc5,Shave - Razor,41,76,Shave - ?,face,,S
T_JOL D,68,1,BlockProc2,StudyProc5,Equal - Rights,42,78,Equal - ?,rights,,S
T_JOL D,68,1,BlockProc2,StudyProc5,Jar - Mason,43,54,Jar - ?,,,S
T_JOL D,68,1,BlockProc2,StudyProc5,Wax - Candle,44,64,Wax - ?,,,S
T_JOL D,68,1,BlockProc2,StudyProc5,Bracelet - Wrist,45,7,Bracelet - ?,,,S
T_JOL D,68,1,BlockProc2,StudyProc5,Carbon - Element,46,34,Carbon - ?,,,S
T_JOL D,68,1,BlockProc2,StudyProc5,Away - Gone,47,65,Away - ?,stay,,S
T_JOL D,68,1,BlockProc2,StudyProc5,Drink - Water,48,46,Drink - ?,food,,S
T_JOL D,68,1,BlockProc2,StudyProc5,Ground - Earth,49,47,Ground - ?,hog,,S
T_JOL D,68,1,BlockProc2,StudyProc5,Lonely - Alone,50,32,Lonely - ?,,,S
T_JOL D,68,1,BlockProc2,StudyProc5,Seatbelt - Safety,51,75,Seatbelt - ?,fasten,,S
T_JOL D,68,1,BlockProc2,StudyProc5,Lie - Truth,52,100,Lie - ?,truth,,S
T_JOL D,68,1,BlockProc2,StudyProc5,Communication - Phone,53,2,Communication - ?,,,S
T_JOL D,68,1,BlockProc2,StudyProc5,Reel - Rod,54,30,Reel - ?,rod,,S
T_JOL D,68,1,BlockProc2,StudyProc5,Tick - Flea,55,4,Tick - ?,tock,,S
T_JOL D,68,1,BlockProc2,StudyProc5,Noise - Loud,56,87,Noise - ?,quiet,,S
T_JOL D,68,1,BlockProc2,StudyProc5,Have - Own,57,90,Have - ?,had,,S
T_JOL D,68,1,BlockProc2,StudyProc5,Temper - Tantrum,58,67,Temper - ?,fi,,S
T_JOL D,68,1,BlockProc2,StudyProc5,Tan - Sun,59,89,Tan - ?,,,S
T_JOL D,68,1,BlockProc2,StudyProc5,Maroon - Justice,60,19,Maroon - ?,black,,S
T_JOL D,68,1,BlockProc2,StudyProc5,Cloth - Stretch,61,56,Cloth - ?,,,U
T_JOL D,68,1,BlockProc2,StudyProc5,Election - Maze,62,77,Election - ?,elect,,U
T_JOL D,68,1,BlockProc2,StudyProc5,Charm - Vehicle,63,16,Charm - ?,,,U
T_JOL D,68,1,BlockProc2,StudyProc5,Obtain - Meat,64,35,Obtain - ?,,,U
T_JOL D,68,1,BlockProc2,StudyProc5,Able - Crackle,65,6,Able - ?,to,,U
T_JOL D,68,1,BlockProc2,StudyProc5,Shake - Shell,66,5,Shake - ?,,,U
T_JOL D,68,1,BlockProc2,StudyProc5,Fiction - Listen,67,33,Fiction - ?,real,,U
T_JOL D,68,1,BlockProc2,StudyProc5,Joke - Keys,68,77,Joke - ?,funny,,U
T_JOL D,68,1,BlockProc2,StudyProc5,Hate - Name,69,100,Hate - ?,to,,U
T_JOL D,68,1,BlockProc2,StudyProc5,Bang - Fuzzy,70,83,Clear - ?,blurry,,U
T_JOL D,68,1,BlockProc2,StudyProc5,Clear - Moat,71,40,Wet - ?,dry,,U
T_JOL D,68,1,BlockProc2,StudyProc5,Wet - Dry,72,57,Steak - ?,fries,,U
T_JOL D,68,1,BlockProc2,StudyProc5,Steak - Give,73,67,Bang - ?,boom,,U
T_JOL D,68,1,BlockProc2,StudyProc5,Clothes - Cake,74,18,Clothes - ?,nude,,U
T_JOL D,68,1,BlockProc2,StudyProc5,Toil - Lease,75,25,Toil - ?,,,U
T_JOL D,68,1,BlockProc2,StudyProc5,Sign - Loan,76,43,Sign - ?,,,U
T_JOL D,68,1,BlockProc2,StudyProc5,Ounce - Both,77,65,Ounce - ?,,,U
T_JOL D,68,1,BlockProc2,StudyProc5,Morning - Temperature,78,23,Morning - ?,evening,,U
T_JOL D,68,1,BlockProc2,StudyProc5,Children - Mirror,79,55,Children - ?,adult,,U
T_JOL D,68,1,BlockProc2,StudyProc5,Main - Scar,80,100,Main - ?,,,U
T_JOL C,55,1,BlockProc1,StudyProc3,Enough - Full,1,90,Enough - ?,ready,,F
T_JOL C,55,1,BlockProc1,StudyProc3,Sip - Drink,2,60,Sip - ?,drink,,F
T_JOL C,55,1,BlockProc1,StudyProc3,Cave - Dark,3,4,Cave - ?,dark,,F
T_JOL C,55,1,BlockProc1,StudyProc3,Seize - Take,4,90,Seize - ?,take,,F
T_JOL C,55,1,BlockProc1,StudyProc3,Growth - Height,5,49,Growth - ?,none,,F
T_JOL C,55,1,BlockProc1,StudyProc3,Word - Sentence,6,20,Word - ?,sentence,,F
T_JOL C,55,1,BlockProc1,StudyProc3,Wasp - Bug,7,60,Wasp - ?,bug,,F
T_JOL C,55,1,BlockProc1,StudyProc3,Division - Math,8,50,Division - ?,math,,F
T_JOL C,55,1,BlockProc1,StudyProc3,Attorney - Law,9,40,Attorney - ?,general,,F
T_JOL C,55,1,BlockProc1,StudyProc3,Fantastic - Great,10,90,Fantastic - ?,great,,F
T_JOL C,55,1,BlockProc1,StudyProc3,Latch - Key,11,70,Latch - ?,hook,,F
T_JOL C,55,1,BlockProc1,StudyProc3,Chili - Hot,12,60,Chili - ?,hot,,F
T_JOL C,55,1,BlockProc1,StudyProc3,Racket - Ball,13,100,Racket - ?,ball,,F
T_JOL C,55,1,BlockProc1,StudyProc3,Chore - Work,14,90,Chore - ?,hard,,F
T_JOL C,55,1,BlockProc1,StudyProc3,Famine - Hunger,15,80,Famine - ?,hunger,,F
T_JOL C,55,1,BlockProc1,StudyProc3,Drowsy - Sleep,16,90,Drowsy - ?,sleep,,F
T_JOL C,55,1,BlockProc1,StudyProc3,Stench - Smell,17,70,Stench - ?,blank,,F
T_JOL C,55,1,BlockProc1,StudyProc3,Attire - Clothes,18,70,Attire - ?,clothes,,F
T_JOL C,55,1,BlockProc1,StudyProc3,Pilot - Plane,19,70,Pilot - ?,plane,,F
T_JOL C,55,1,BlockProc1,StudyProc3,Blaze - Fire,20,80,Blaze - ?,fire,,F
T_JOL C,55,1,BlockProc1,StudyProc3,Bad - Delinquent,21,70,Bad - ?,news,,B
T_JOL C,55,1,BlockProc1,StudyProc3,Stomach - Digestion,22,30,Stomach - ?,ache,,B
T_JOL C,55,1,BlockProc1,StudyProc3,Money - Wage,23,100,Money - ?,borrow,,B
T_JOL C,55,1,BlockProc1,StudyProc3,News - Editor,24,100,News - ?,stream,,B
T_JOL C,55,1,BlockProc1,StudyProc3,Sting - Hornet,25,40,Sting - ?,hurt,,B
T_JOL C,55,1,BlockProc1,StudyProc3,Cold - Bitter,26,50,Cold - ?,brew,,B
T_JOL C,55,1,BlockProc1,StudyProc3,Plant - Root,27,30,Plant - ?,root,,B
T_JOL C,55,1,BlockProc1,StudyProc3,Bird - Swan,28,70,Bird - ?,fly,,B
T_JOL C,55,1,BlockProc1,StudyProc3,Dog - Paw,29,90,Dog - ?,paw,,B
T_JOL C,55,1,BlockProc1,StudyProc3,Out - Way,30,80,Out - ?,way,,B
T_JOL C,55,1,BlockProc1,StudyProc3,Clean - Hygiene,31,70,Clean - ?,freak,,B
T_JOL C,55,1,BlockProc1,StudyProc3,Water - Bridge,32,38,Water- ?,bowl,,B
T_JOL C,55,1,BlockProc1,StudyProc3,Rock - Geology,33,80,Rock - ?,out,,B
T_JOL C,55,1,BlockProc1,StudyProc3,War - Revolution,34,20,War - ?,revolution,,B
T_JOL C,55,1,BlockProc1,StudyProc3,Talk - Discussion,35,60,Talk - ?,mouth,,B
T_JOL C,55,1,BlockProc1,StudyProc3,Cow - Herd,36,90,Cow - ?,field,,B
T_JOL C,55,1,BlockProc1,StudyProc3,Card - Credit,37,90,Card - ?,credit,,B
T_JOL C,55,1,BlockProc1,StudyProc3,Flower - Orchid,38,100,Flower - ?,plant,,B
T_JOL C,55,1,BlockProc1,StudyProc3,Fish - Tuna,39,40,Fish - ?,food,,B
T_JOL C,55,1,BlockProc1,StudyProc3,Hammer - Chisel,40,10,Hammer - ?,chisel,,B
T_JOL C,55,1,BlockProc1,StudyProc3,Assignment - Due,41,100,Assignment - ?,due,,S
T_JOL C,55,1,BlockProc1,StudyProc3,Amount - Number,42,50,Amount - ?,balance,,S
T_JOL C,55,1,BlockProc1,StudyProc3,Site - Location,43,20,Site - ?,online,,S
T_JOL C,55,1,BlockProc1,StudyProc3,Waste - Dump,44,75,Waste - ?,trash,,S
T_JOL C,55,1,BlockProc1,StudyProc3,Jury - Trial,45,67,Jury - ?,judge,,S
T_JOL C,55,1,BlockProc1,StudyProc3,Design - Architecture,46,10,Design - ?,architecture,,S
T_JOL C,55,1,BlockProc1,StudyProc3,Bar - Grill,47,80,Bar - ?,grill,,S
T_JOL C,55,1,BlockProc1,StudyProc3,Liver - Kidney,48,90,Liver - ?,organ,,S
T_JOL C,55,1,BlockProc1,StudyProc3,End - Begin,49,70,End - ?,finished,,S
T_JOL C,55,1,BlockProc1,StudyProc3,Wind - Blow,50,70,Wind - ?,blow,,S
T_JOL C,55,1,BlockProc1,StudyProc3,Soda - Pop,51,100,Soda - ?,po,,S
T_JOL C,55,1,BlockProc1,StudyProc3,Cheese - Wine,52,20,Cheese - ?,milk,,S
T_JOL C,55,1,BlockProc1,StudyProc3,Toilet - Bathroom,53,100,Toilet - ?,paper,,S
T_JOL C,55,1,BlockProc1,StudyProc3,Decision - Choice,54,100,Decision - ?,make,,S
T_JOL C,55,1,BlockProc1,StudyProc3,Foot - Shoe,55,60,Foot - ?,ball,,S
T_JOL C,55,1,BlockProc1,StudyProc3,Future - Past,56,40,Future - ?,goals,,S
T_JOL C,55,1,BlockProc1,StudyProc3,Salad - Lettuce,57,100,Salad - ?,lettuce,,S
T_JOL C,55,1,BlockProc1,StudyProc3,Bee - Honey,58,90,Bee - ?,honey,,S
T_JOL C,55,1,BlockProc1,StudyProc3,Child - Baby,59,80,Child - ?,kid,,S
T_JOL C,55,1,BlockProc1,StudyProc3,Round - Circle,60,55,Round - ?,two,,S
T_JOL C,55,1,BlockProc1,StudyProc3,Clutter - Pusher,61,0,Clutter - ?,,,U
T_JOL C,55,1,BlockProc1,StudyProc3,Sacking - Dietary,62,0,Sacking - ?,track,,U
T_JOL C,55,1,BlockProc1,StudyProc3,Hungry - Park,63,0,Hungry - ?,famine,,U
T_JOL C,55,1,BlockProc1,StudyProc3,Woman - Lift,64,80,Woman - ?,female,,U
T_JOL C,55,1,BlockProc1,StudyProc3,Belt - Soon,65,50,Belt - ?,hop,,U
T_JOL C,55,1,BlockProc1,StudyProc3,Floor - Discover,66,0,Floor - ?,burn,,U
T_JOL C,55,1,BlockProc1,StudyProc3,Business - Death,67,0,Business - ?,architecture,,U
T_JOL C,55,1,BlockProc1,StudyProc3,Sight - Debate,68,0,Sight - ?,blind,,U
T_JOL C,55,1,BlockProc1,StudyProc3,Bronze - Artery,69,8,Bronze - ?,gold,,U
T_JOL C,55,1,BlockProc1,StudyProc3,Hand - Fix,70,60,Hand - ?,cream,,U
T_JOL C,55,1,BlockProc1,StudyProc3,Position - Machine,71,20,Position - ?,status,,U
T_JOL C,55,1,BlockProc1,StudyProc3,Car - Happy,72,10,Car - ?,prettyk,,U
T_JOL C,55,1,BlockProc1,StudyProc3,Tuck - Allow,73,10,Tuck - ?,sacking,,U
T_JOL C,55,1,BlockProc1,StudyProc3,Lion - Art,74,0,Lion - ?,animal,,U
T_JOL C,55,1,BlockProc1,StudyProc3,Accident - Strong,75,0,Accident - ?,trouble,,U
T_JOL C,55,1,BlockProc1,StudyProc3,Riddle - Sugar,76,50,Riddle - ?,joke,,U
T_JOL C,55,1,BlockProc1,StudyProc3,Add - Valley,77,10,Add - ?,you,,U
T_JOL C,55,1,BlockProc1,StudyProc3,Would - Cash,78,0,Would - ?,not,,U
T_JOL C,55,1,BlockProc1,StudyProc3,Sick - Hide,79,0,Sick - ?,ill,,U
T_JOL C,55,1,BlockProc1,StudyProc3,Vase - King,80,110,Vase - ?,break,,U
T_JOL C,63,1,BlockProc1,StudyProc3,Enough - Full,1,70,Enough - ?,worthy,,F
T_JOL C,63,1,BlockProc1,StudyProc3,Sip - Drink,2,65,Sip - ?,drink,,F
T_JOL C,63,1,BlockProc1,StudyProc3,Cave - Dark,3,80,Cave - ?,dark,,F
T_JOL C,63,1,BlockProc1,StudyProc3,Seize - Take,4,60,Seize - ?,take,,F
T_JOL C,63,1,BlockProc1,StudyProc3,Growth - Height,5,80,Growth - ?,develop,,F
T_JOL C,63,1,BlockProc1,StudyProc3,Word - Sentence,6,,Word - ?,sentence,,F
T_JOL C,63,1,BlockProc1,StudyProc3,Wasp - Bug,7,80,Wasp - ?,sting,,F
T_JOL C,63,1,BlockProc1,StudyProc3,Division - Math,8,90,Division - ?,math,,F
T_JOL C,63,1,BlockProc1,StudyProc3,Attorney - Law,9,80,Attorney - ?,law,,F
T_JOL C,63,1,BlockProc1,StudyProc3,Fantastic - Great,10,70,Fantastic - ?,great,,F
T_JOL C,63,1,BlockProc1,StudyProc3,Latch - Key,11,40,Latch - ?,attach,,F
T_JOL C,63,1,BlockProc1,StudyProc3,Chili - Hot,12,,Chili - ?,hot,,F
T_JOL C,63,1,BlockProc1,StudyProc3,Racket - Ball,13,6,Racket - ?,ball,,F
T_JOL C,63,1,BlockProc1,StudyProc3,Chore - Work,14,60,Chore - ?,work,,F
T_JOL C,63,1,BlockProc1,StudyProc3,Famine - Hunger,15,60,Famine - ?,health,,F
T_JOL C,63,1,BlockProc1,StudyProc3,Drowsy - Sleep,16,90,Drowsy - ?,sleep,,F
T_JOL C,63,1,BlockProc1,StudyProc3,Stench - Smell,17,80,Stench - ?,smell,,F
T_JOL C,63,1,BlockProc1,StudyProc3,Attire - Clothes,18,70,Attire - ?,clothes,,F
T_JOL C,63,1,BlockProc1,StudyProc3,Pilot - Plane,19,85,Pilot - ?,plane,,F
T_JOL C,63,1,BlockProc1,StudyProc3,Blaze - Fire,20,85,Blaze - ?,fire,,F
T_JOL C,63,1,BlockProc1,StudyProc3,Bad - Delinquent,21,60,Bad - ?,choice,,B
T_JOL C,63,1,BlockProc1,StudyProc3,Stomach - Digestion,22,80,Stomach - ?,digestion,,B
T_JOL C,63,1,BlockProc1,StudyProc3,Money - Wage,23,75,Money - ?,cash,,B
T_JOL C,63,1,BlockProc1,StudyProc3,News - Editor,24,60,News - ?,paper,,B
T_JOL C,63,1,BlockProc1,StudyProc3,Sting - Hornet,25,80,Sting - ?,wasp,,B
T_JOL C,63,1,BlockProc1,StudyProc3,Cold - Bitter,26,40,Cold - ?,weather,,B
T_JOL C,63,1,BlockProc1,StudyProc3,Plant - Root,27,70,Plant - ?,grass,,B
T_JOL C,63,1,BlockProc1,StudyProc3,Bird - Swan,28,50,Bird - ?,eagle,,B
T_JOL C,63,1,BlockProc1,StudyProc3,Dog - Paw,29,90,Dog - ?,food,,B
T_JOL C,63,1,BlockProc1,StudyProc3,Out - Way,30,30,Out - ?,side,,B
T_JOL C,63,1,BlockProc1,StudyProc3,Clean - Hygiene,31,80,Clean - ?,disinfect,,B
T_JOL C,63,1,BlockProc1,StudyProc3,Water - Bridge,32,55,Water- ?,bridge,,B
T_JOL C,63,1,BlockProc1,StudyProc3,Rock - Geology,33,60,Rock - ?,hard,,B
T_JOL C,63,1,BlockProc1,StudyProc3,War - Revolution,34,70,War - ?,revolution,,B
T_JOL C,63,1,BlockProc1,StudyProc3,Talk - Discussion,35,50,Talk - ?,discuss,,B
T_JOL C,63,1,BlockProc1,StudyProc3,Cow - Herd,36,70,Cow - ?,herd,,B
T_JOL C,63,1,BlockProc1,StudyProc3,Card - Credit,37,80,Card - ?,credit,,B
T_JOL C,63,1,BlockProc1,StudyProc3,Flower - Orchid,38,80,Flower - ?,orchard,,B
T_JOL C,63,1,BlockProc1,StudyProc3,Fish - Tuna,39,90,Fish - ?,tuna,,B
T_JOL C,63,1,BlockProc1,StudyProc3,Hammer - Chisel,40,65,Hammer - ?,chizel,,B
T_JOL C,63,1,BlockProc1,StudyProc3,Assignment - Due,41,80,Assignment - ?,work,,S
T_JOL C,63,1,BlockProc1,StudyProc3,Amount - Number,42,50,Amount - ?,money,,S
T_JOL C,63,1,BlockProc1,StudyProc3,Site - Location,43,5,Site - ?,place,,S
T_JOL C,63,1,BlockProc1,StudyProc3,Waste - Dump,44,60,Waste - ?,disposal,,S
T_JOL C,63,1,BlockProc1,StudyProc3,Jury - Trial,45,55,Jury - ?,trial,,S
T_JOL C,63,1,BlockProc1,StudyProc3,Design - Architecture,46,80,Design - ?,architecture,,S
T_JOL C,63,1,BlockProc1,StudyProc3,Bar - Grill,47,70,Bar - ?,drink,,S
T_JOL C,63,1,BlockProc1,StudyProc3,Liver - Kidney,48,75,Liver - ?,kidney,,S
T_JOL C,63,1,BlockProc1,StudyProc3,End - Begin,49,78,End - ?,begin,,S
T_JOL C,63,1,BlockProc1,StudyProc3,Wind - Blow,50,60,Wind - ?,weather,,S
T_JOL C,63,1,BlockProc1,StudyProc3,Soda - Pop,51,90,Soda - ?,pop,,S
T_JOL C,63,1,BlockProc1,StudyProc3,Cheese - Wine,52,80,Cheese - ?,wine,,S
T_JOL C,63,1,BlockProc1,StudyProc3,Toilet - Bathroom,53,90,Toilet - ?,bathroom,,S
T_JOL C,63,1,BlockProc1,StudyProc3,Decision - Choice,54,90,Decision - ?,determine,,S
T_JOL C,63,1,BlockProc1,StudyProc3,Foot - Shoe,55,75,Foot - ?,shoe,,S
T_JOL C,63,1,BlockProc1,StudyProc3,Future - Past,56,80,Future - ?,past,,S
T_JOL C,63,1,BlockProc1,StudyProc3,Salad - Lettuce,57,85,Salad - ?,lettuce,,S
T_JOL C,63,1,BlockProc1,StudyProc3,Bee - Honey,58,85,Bee - ?,honey,,S
T_JOL C,63,1,BlockProc1,StudyProc3,Child - Baby,59,90,Child - ?,baby,,S
T_JOL C,63,1,BlockProc1,StudyProc3,Round - Circle,60,90,Round - ?,circle,,S
T_JOL C,63,1,BlockProc1,StudyProc3,Clutter - Pusher,61,30,Clutter - ?,mess,,U
T_JOL C,63,1,BlockProc1,StudyProc3,Sacking - Dietary,62,20,Sacking - ?,tackle,,U
T_JOL C,63,1,BlockProc1,StudyProc3,Hungry - Park,63,,Hungry - ?,food,,U
T_JOL C,63,1,BlockProc1,StudyProc3,Woman - Lift,64,10,Woman - ?,girl,,U
T_JOL C,63,1,BlockProc1,StudyProc3,Belt - Soon,65,20,Belt - ?,pants,,U
T_JOL C,63,1,BlockProc1,StudyProc3,Floor - Discover,66,20,Floor - ?,tiles,,U
T_JOL C,63,1,BlockProc1,StudyProc3,Business - Death,67,40,Business - ?,trip,,U
T_JOL C,63,1,BlockProc1,StudyProc3,Sight - Debate,68,30,Sight - ?,eyes,,U
T_JOL C,63,1,BlockProc1,StudyProc3,Bronze - Artery,69,20,Bronze - ?,gold,,U
T_JOL C,63,1,BlockProc1,StudyProc3,Hand - Fix,70,35,Hand - ?,wash,,U
T_JOL C,63,1,BlockProc1,StudyProc3,Position - Machine,71,30,Position - ?,place,,U
T_JOL C,63,1,BlockProc1,StudyProc3,Car - Happy,72,45,Car - ?,truck,,U
T_JOL C,63,1,BlockProc1,StudyProc3,Tuck - Allow,73,20,Tuck - ?,in,,U
T_JOL C,63,1,BlockProc1,StudyProc3,Lion - Art,74,45,Lion - ?,art,,U
T_JOL C,63,1,BlockProc1,StudyProc3,Accident - Strong,75,15,Accident - ?,death,,U
T_JOL C,63,1,BlockProc1,StudyProc3,Riddle - Sugar,76,30,Riddle - ?,poem,,U
T_JOL C,63,1,BlockProc1,StudyProc3,Add - Valley,77,20,Add - ?,plus,,U
T_JOL C,63,1,BlockProc1,StudyProc3,Would - Cash,78,10,Would - ?,doing,,U
T_JOL C,63,1,BlockProc1,StudyProc3,Sick - Hide,79,40,Sick - ?,ill,,U
T_JOL C,63,1,BlockProc1,StudyProc3,Vase - King,80,20,Vase - ?,flowers,,U
JOL A,65,1,BlockProc1,StudyProc3,Delinquent - Bad,1,2,Delinquent - ?,bad,,F
JOL A,65,1,BlockProc1,StudyProc3,Digestion - Stomach,2,45,Digestion - ?,eat,,F
JOL A,65,1,BlockProc1,StudyProc3,Wage - Money,3,25,Wage - ?,money,,F
JOL A,65,1,BlockProc1,StudyProc3,Chisel - Hammer,4,0,Chisel - ?,axe,,F
JOL A,65,1,BlockProc1,StudyProc3,Editor - News,5,25,Editor - ?,news,,F
JOL A,65,1,BlockProc1,StudyProc3,Hornet - Sting,6,25,Hornet - ?,bug,,F
JOL A,65,1,BlockProc1,StudyProc3,Bitter - Cold,7,60,Bitter - ?,sweet,,F
JOL A,65,1,BlockProc1,StudyProc3,Root - Plant,8,50,Root - ?,plant,,F
JOL A,65,1,BlockProc1,StudyProc3,Swan - Bird,9,50,Swan - ?,bird,,F
JOL A,65,1,BlockProc1,StudyProc3,Paw - Dog,10,25,Paw - ?,dog,,F
JOL A,65,1,BlockProc1,StudyProc3,Way - Out,11,25,Way - ?,end,,F
JOL A,65,1,BlockProc1,StudyProc3,Hygiene - Clean,12,75,Hygiene - ?,clean,,F
JOL A,65,1,BlockProc1,StudyProc3,Bridge - Water,13,25,Bridge - ?,water,,F
JOL A,65,1,BlockProc1,StudyProc3,Geology - Rock,14,5,Geology - ?,rock,,F
JOL A,65,1,BlockProc1,StudyProc3,Revolution - War,15,25,Revolution - ?,war,,F
JOL A,65,1,BlockProc1,StudyProc3,Discussion - Talk,16,25,Discussion - ?,question,,F
JOL A,65,1,BlockProc1,StudyProc3,Herd - Cow,17,25,Herd - ?,cow,,F
JOL A,65,1,BlockProc1,StudyProc3,Credit - Card,18,75,Credit - ?,card,,F
JOL A,65,1,BlockProc1,StudyProc3,Orchid - Flower,19,25,Orchid - ?,chid,,F
JOL A,65,1,BlockProc1,StudyProc3,Tuna -  Fish,20,50,Tuna - ?,fish,,F
JOL A,65,1,BlockProc1,StudyProc3,Full - Enough,21,50,Full - ?,plenty,,B
JOL A,65,1,BlockProc1,StudyProc3,Drink - Sip,22,45,Drink - ?,sip,,B
JOL A,65,1,BlockProc1,StudyProc3,Dark - Cave,23,5,Dark - ?,cave,,B
JOL A,65,1,BlockProc1,StudyProc3,Take - Seize,24,0,Take - ?,grab,,B
JOL A,65,1,BlockProc1,StudyProc3,Height - Growth,25,50,Height - ?,growth,,B
JOL A,65,1,BlockProc1,StudyProc3,Sentence - Word,26,57,Sentence - ?,word,,B
JOL A,65,1,BlockProc1,StudyProc3,Bug - Wasp,27,3,Bug - ?,wap,,B
JOL A,65,1,BlockProc1,StudyProc3,Math - Division,28,50,Math - ?,division,,B
JOL A,65,1,BlockProc1,StudyProc3,Law - Attorney,29,25,Law - ?,attorney,,B
JOL A,65,1,BlockProc1,StudyProc3,Great - Fantastic,30,60,Great - ?,good,,B
JOL A,65,1,BlockProc1,StudyProc3,Key - Latch,31,0,Key - ?,keyhole,,B
JOL A,65,1,BlockProc1,StudyProc3,Hot - Chili,32,50,Hot - ?,cold,,B
JOL A,65,1,BlockProc1,StudyProc3,Ball - Racket,33,100,Ball - ?,racket,,B
JOL A,65,1,BlockProc1,StudyProc3,Work - Chore,34,100,Work - ?,chore,,B
JOL A,65,1,BlockProc1,StudyProc3,Hunger - Famine,35,0,Hunger - ?,ameadity,,B
JOL A,65,1,BlockProc1,StudyProc3,Sleep - Drowsy,36,50,Sleep - ?,drowsiness,,B
JOL A,65,1,BlockProc1,StudyProc3,Smell - Stench,37,50,Smell - ?,stinch,,B
JOL A,65,1,BlockProc1,StudyProc3,Clothes - Attire,38,50,Clothes - ?,attire,,B
JOL A,65,1,BlockProc1,StudyProc3,Plane - Pilot,39,50,Plane - ?,pilot,,B
JOL A,65,1,BlockProc1,StudyProc3,Fire - Blaze,40,50,Fire - ?,laze,,B
JOL A,65,1,BlockProc1,StudyProc3,Due - Assignment,41,50,Due - ?,assignment,,S
JOL A,65,1,BlockProc1,StudyProc3,Number - Amount,42,50,Number - ?,letter,,S
JOL A,65,1,BlockProc1,StudyProc3,Location - Site,43,,Location - ?,noun,,S
JOL A,65,1,BlockProc1,StudyProc3,Dump - Waste,44,27,Dump - ?,waste,,S
JOL A,65,1,BlockProc1,StudyProc3,Trial - Jury,45,25,Trial - ?,error,,S
JOL A,65,1,BlockProc1,StudyProc3,Architecture - Design,46,75,Architecture - ?,rock,,S
JOL A,65,1,BlockProc1,StudyProc3,Grill -Bar,47,100,Grill - ?,bar,,S
JOL A,65,1,BlockProc1,StudyProc3,Kidney - Liver,48,25,Kidney - ?,bone,,S
JOL A,65,1,BlockProc1,StudyProc3,Begin - End,49,75,Begin - ?,end,,S
JOL A,65,1,BlockProc1,StudyProc3,Blow - Wind,50,65,Blow - ?,dry,,S
JOL A,65,1,BlockProc1,StudyProc3,Pop - Soda,51,50,Pop - ?,soda,,S
JOL A,65,1,BlockProc1,StudyProc3,Wine - Cheese,52,75,Wine - ?,cheese,,S
JOL A,65,1,BlockProc1,StudyProc3,Bathroom - Toilet,53,25,Bathroom - ?,toilet,,S
JOL A,65,1,BlockProc1,StudyProc3,Choice - Decision,54,25,Choice - ?,choose,,S
JOL A,65,1,BlockProc1,StudyProc3,Shoe - Foot,55,75,Shoe - ?,foot,,S
JOL A,65,1,BlockProc1,StudyProc3,Past - Future,56,60,Meaning - ?,definition,,S
JOL A,65,1,BlockProc1,StudyProc3,Lettuce - Salad,57,75,Lettuce - ?,salad,,S
JOL A,65,1,BlockProc1,StudyProc3,Honey - Bee,58,75,Honey - ?,bee,,S
JOL A,65,1,BlockProc1,StudyProc3,Baby - Child,59,100,Baby - ?,child,,S
JOL A,65,1,BlockProc1,StudyProc3,Circle - Round,60,75,Circle - ?,round,,S
JOL A,65,1,BlockProc1,StudyProc3,Pusher - Clutter,61,0,Pusher - ?,pull,,U
JOL A,65,1,BlockProc1,StudyProc3,Dietary - Sacking,62,0,Dietary - ?,eat,,U
JOL A,65,1,BlockProc1,StudyProc3,Park - Hungry,63,25,Park - ?,hungary,,U
JOL A,65,1,BlockProc1,StudyProc3,Lift - Woman,64,0,Lift - ?,women,,U
JOL A,65,1,BlockProc1,StudyProc3,Soon - Belt,65,0,Soon - ?,now,,U
JOL A,65,1,BlockProc1,StudyProc3,Discover - Floor,66,0,Discover - ?,way,,U
JOL A,65,1,BlockProc1,StudyProc3,Death - Business,67,25,Death - ?,die,,U
JOL A,65,1,BlockProc1,StudyProc3,Debate - Sight,68,0,Debate - ?,speech,,U
JOL A,65,1,BlockProc1,StudyProc3,Artery - Bronze,69,0,Artery - ?,blood,,U
JOL A,65,1,BlockProc1,StudyProc3,Fix - Hand,70,10,Fix - ?,break,,U
JOL A,65,1,BlockProc1,StudyProc3,Machine - Position,71,20,Machine - ?,hide,,U
JOL A,65,1,BlockProc1,StudyProc3,Happy - Car,72,0,Happy - ?,lad,,U
JOL A,65,1,BlockProc1,StudyProc3,Allow - Tuck,73,0,Allow - ?,tell,,U
JOL A,65,1,BlockProc1,StudyProc3,Art - Lion,74,5,Art - ?,lion,,U
JOL A,65,1,BlockProc1,StudyProc3,Strong - Accident,75,0,Strong - ?,heavy,,U
JOL A,65,1,BlockProc1,StudyProc3,Sugar - Riddle,76,60,Sugar - ?,sweet,,U
JOL A,65,1,BlockProc1,StudyProc3,Valley - Add,77,0,Valley - ?,green,,U
JOL A,65,1,BlockProc1,StudyProc3,Cash - Would,78,0,Cash - ?,money,,U
