"","ExperimentName","Subject","Group","Block","Trial","STIM","TASK","Switch","Congruent","CVOE","Response","Key","PCVstim.RT","Match","score"
"2310","CVOE_C",15,1,2,64,"I 32","","",TRUE,"CV","p","p",403,TRUE,1
"2311","CVOE_C",15,1,2,65,"U 37","","",FALSE,"CV","p","p",803,TRUE,1
"2312","CVOE_C",15,1,2,66,"I 42","","",TRUE,"CV","p","p",355,TRUE,1
"2313","CVOE_C",15,1,2,67,"D 65","","",TRUE,"CV","q","q",300,TRUE,1
"2314","CVOE_C",15,1,2,68,"U 77","","",FALSE,"CV","p","p",343,TRUE,1
"2315","CVOE_C",15,1,2,69,"E 12","","",TRUE,"CV","p","p",396,TRUE,1
"2316","CVOE_C",15,1,2,70,"I 60","","",TRUE,"CV","p","p",365,TRUE,1
"2317","CVOE_C",15,1,2,71,"J 36","","",FALSE,"CV","p","q",333,FALSE,0
"2318","CVOE_C",15,1,2,72,"H 75","","",TRUE,"CV","q","q",392,TRUE,1
"2319","CVOE_C",15,1,2,73,"I 50","","",TRUE,"CV","p","p",366,TRUE,1
"2320","CVOE_C",15,1,2,74,"E 99","","",FALSE,"CV","q","p",350,FALSE,0
"2321","CVOE_C",15,1,2,75,"A 86","","",TRUE,"CV","q","p",340,FALSE,0
"2322","CVOE_C",15,1,2,76,"U 48","","",TRUE,"CV","p","p",591,TRUE,1
"2323","CVOE_C",15,1,2,77,"E 01","","",FALSE,"CV","p","p",405,TRUE,1
"2324","CVOE_C",15,1,2,78,"A 78","","",TRUE,"CV","p","p",429,TRUE,1
"2325","CVOE_C",15,1,2,79,"P 60","","",FALSE,"CV","q","q",307,TRUE,1
"2326","CVOE_C",15,1,2,80,"E 43","","",FALSE,"CV","p","p",344,TRUE,1
"2327","CVOE_C",15,1,2,81,"D 69","","",TRUE,"CV","q","q",278,TRUE,1
"2328","CVOE_C",15,1,2,82,"H 11","","",TRUE,"CV","q","q",382,TRUE,1
"2329","CVOE_C",15,1,2,83,"P 43","","",TRUE,"CV","q","q",380,TRUE,1
"2330","CVOE_C",15,1,2,84,"O 67","","",FALSE,"CV","p","p",431,TRUE,1
"2331","CVOE_C",15,1,2,85,"S 91","","",FALSE,"CV","p","q",357,FALSE,0
"2332","CVOE_C",15,1,2,86,"J 68","","",TRUE,"CV","q","q",469,TRUE,1
"2333","CVOE_C",15,1,2,87,"S 47","","",FALSE,"CV","q","q",371,TRUE,1
"2334","CVOE_C",15,1,2,88,"I 81","","",TRUE,"CV","p","p",478,TRUE,1
"2335","CVOE_C",15,1,2,89,"J 39","","",FALSE,"CV","q","q",462,TRUE,1
"2336","CVOE_C",15,1,2,90,"A 11","","",TRUE,"CV","q","p",380,FALSE,0
"2337","CVOE_C",15,1,2,91,"O 76","","",FALSE,"CV","p","p",457,TRUE,1
"2338","CVOE_C",15,1,2,92,"A 62","","",FALSE,"CV","p","p",620,TRUE,1
"2339","CVOE_C",15,1,2,93,"O 27","","",TRUE,"CV","p","p",354,TRUE,1
"2340","CVOE_C",15,1,2,94,"E 66","","",FALSE,"CV","p","p",411,TRUE,1
"2341","CVOE_C",15,1,2,95,"J 62","","",TRUE,"CV","q","q",494,TRUE,1
"2342","CVOE_C",15,1,2,96,"H 72","","",TRUE,"CV","q","q",521,TRUE,1
"2343","CVOE_C",15,1,2,97,"E 49","","",TRUE,"CV","p","p",361,TRUE,1
"2344","CVOE_C",15,1,2,98,"D 52","","",TRUE,"CV","q","q",329,TRUE,1
"2345","CVOE_C",15,1,2,99,"H 62","","",TRUE,"CV","q","q",396,TRUE,1
"2346","CVOE_C",15,1,2,100,"I 11","","",TRUE,"CV","p","p",397,TRUE,1
"2347","CVOE_C",15,1,2,101,"A 98","","",FALSE,"CV","p","p",501,TRUE,1
"2348","CVOE_C",15,1,2,102,"H 29","","",FALSE,"CV","p","q",363,FALSE,0
"2349","CVOE_C",15,1,2,103,"E 83","","",TRUE,"CV","q","p",299,FALSE,0
"2350","CVOE_C",15,1,2,104,"D 43","","",FALSE,"CV","q","q",518,TRUE,1
"2351","CVOE_C",15,1,2,105,"P 45","","",TRUE,"CV","q","q",430,TRUE,1
"2352","CVOE_C",15,1,2,106,"J 17","","",TRUE,"CV","q","q",316,TRUE,1
"2353","CVOE_C",15,1,3,11,"A 44","Letter","N",TRUE,"CV","p","p",2559,TRUE,1
"2354","CVOE_C",15,1,3,12,"D 94","Letter","N",FALSE,"CV","q","q",858,TRUE,1
"2355","CVOE_C",15,1,3,13,"E 75","Number","Y",FALSE,"OE","p","p",980,TRUE,1
"2356","CVOE_C",15,1,3,14,"H 81","Number","N",TRUE,"OE","q","p",1551,FALSE,0
"2357","CVOE_C",15,1,3,15,"I 64","Letter","Y",TRUE,"CV","p","p",1557,TRUE,1
"2358","CVOE_C",15,1,3,16,"J 54","Letter","N",FALSE,"CV","q","q",1814,TRUE,1
"2359","CVOE_C",15,1,3,17,"O 23","Number","Y",FALSE,"OE","q","q",1682,TRUE,1
"2360","CVOE_C",15,1,3,18,"P 05","Number","N",TRUE,"OE","p","q",835,FALSE,0
"2361","CVOE_C",15,1,3,19,"S 34","Letter","Y",FALSE,"CV","q","q",779,TRUE,1
"2362","CVOE_C",15,1,3,20,"U 88","Letter","N",TRUE,"CV","p","p",439,TRUE,1
"2363","CVOE_C",15,1,3,21,"A 70","Number","Y",TRUE,"OE","p","p",1119,TRUE,1
"2364","CVOE_C",15,1,3,22,"D 12","Number","N",FALSE,"OE","q","p",695,FALSE,0
"2365","CVOE_C",15,1,3,23,"E 79","Letter","Y",FALSE,"CV","q","p",1307,FALSE,0
"2366","CVOE_C",15,1,3,24,"H 72","Letter","N",FALSE,"CV","q","q",649,TRUE,1
"2367","CVOE_C",15,1,3,25,"I 41","Number","Y",FALSE,"OE","q","q",772,TRUE,1
"2368","CVOE_C",15,1,3,26,"J 63","Number","N",TRUE,"OE","q","q",791,TRUE,1
"2369","CVOE_C",15,1,3,27,"O 03","Letter","Y",FALSE,"CV","p","p",573,TRUE,1
"2370","CVOE_C",15,1,3,28,"P 75","Letter","N",TRUE,"CV","q","q",600,TRUE,1
"2371","CVOE_C",15,1,3,29,"S 61","Number","Y",TRUE,"OE","q","q",737,TRUE,1
"2372","CVOE_C",15,1,3,30,"U 28","Number","N",TRUE,"OE","p","p",492,TRUE,1
"2373","CVOE_C",15,1,3,31,"A 21","Letter","Y",FALSE,"CV","q","p",743,FALSE,0
"2374","CVOE_C",15,1,3,32,"D 18","Letter","N",FALSE,"CV","q","q",501,TRUE,1
"2375","CVOE_C",15,1,3,33,"E 35","Number","Y",FALSE,"OE","p","q",674,FALSE,0
"2376","CVOE_C",15,1,3,34,"H 62","Number","N",FALSE,"OE","q","p",579,FALSE,0
"2377","CVOE_C",15,1,3,35,"I 82","Letter","Y",TRUE,"CV","p","p",822,TRUE,1
"2378","CVOE_C",15,1,3,36,"J 78","Letter","N",FALSE,"CV","q","q",548,TRUE,1
"2379","CVOE_C",15,1,3,37,"O 12","Number","Y",TRUE,"OE","p","p",658,TRUE,1
"2380","CVOE_C",15,1,3,38,"P 13","Number","N",TRUE,"OE","q","q",549,TRUE,1
"2381","CVOE_C",15,1,3,39,"S 07","Letter","Y",TRUE,"CV","q","q",1138,TRUE,1
"2382","CVOE_C",15,1,3,40,"U 36","Letter","N",TRUE,"CV","p","p",558,TRUE,1
"2383","CVOE_C",15,1,3,41,"A 96","Number","Y",TRUE,"OE","p","p",542,TRUE,1
"2384","CVOE_C",15,1,3,42,"D 04","Number","N",FALSE,"OE","q","p",476,FALSE,0
"2385","CVOE_C",15,1,3,43,"E 60","Letter","Y",TRUE,"CV","p","p",652,TRUE,1
"2386","CVOE_C",15,1,3,44,"H 83","Letter","N",TRUE,"CV","q","q",495,TRUE,1
"2387","CVOE_C",15,1,3,45,"I 64","Number","Y",TRUE,"OE","p","p",514,TRUE,1
"2388","CVOE_C",15,1,3,46,"J 76","Number","N",FALSE,"OE","q","p",472,FALSE,0
"2389","CVOE_C",15,1,3,47,"O 78","Letter","Y",TRUE,"CV","p","p",550,TRUE,1
"2390","CVOE_C",15,1,3,48,"P 09","Letter","N",TRUE,"CV","q","q",708,TRUE,1
"2391","CVOE_C",15,1,3,49,"S 72","Number","Y",FALSE,"OE","q","p",713,FALSE,0
"2392","CVOE_C",15,1,3,50,"U 47","Number","N",FALSE,"OE","p","q",495,FALSE,0
"2393","CVOE_C",15,1,3,51,"A 31","Letter","Y",FALSE,"CV","p","p",594,TRUE,1
"2394","CVOE_C",15,1,3,52,"D 96","Letter","N",FALSE,"CV","q","q",416,TRUE,1
"2395","CVOE_C",15,1,3,53,"E 40","Number","Y",TRUE,"OE","p","p",611,TRUE,1
"2396","CVOE_C",15,1,3,54,"H 79","Number","N",TRUE,"OE","q","q",678,TRUE,1
"2397","CVOE_C",15,1,3,55,"I 15","Letter","Y",FALSE,"CV","p","p",423,TRUE,1
"2398","CVOE_C",15,1,3,56,"J 07","Letter","N",TRUE,"CV","q","q",492,TRUE,1
"2399","CVOE_C",15,1,3,57,"O 61","Number","Y",FALSE,"OE","p","q",471,FALSE,0
"2400","CVOE_C",15,1,3,58,"P 58","Number","N",FALSE,"OE","q","p",485,FALSE,0
"2401","CVOE_C",15,1,3,59,"S 37","Letter","Y",TRUE,"CV","q","q",1221,TRUE,1
"2402","CVOE_C",15,1,3,60,"U 61","Letter","N",FALSE,"CV","p","p",547,TRUE,1
"2403","CVOE_C",15,1,3,61,"A 17","Number","Y",FALSE,"OE","p","q",585,FALSE,0
"2404","CVOE_C",15,1,3,62,"D 85","Number","N",TRUE,"OE","q","q",655,TRUE,1
"2405","CVOE_C",15,1,3,63,"E 20","Letter","Y",TRUE,"CV","p","p",490,TRUE,1
"2406","CVOE_C",15,1,3,64,"H 86","Letter","N",FALSE,"CV","q","q",517,TRUE,1
"2407","CVOE_C",15,1,3,65,"I 21","Number","Y",FALSE,"OE","p","q",477,FALSE,0
"2408","CVOE_C",15,1,3,66,"J 29","Number","N",TRUE,"OE","q","q",462,TRUE,1
"2409","CVOE_C",15,1,3,67,"O 13","Letter","Y",FALSE,"CV","p","p",452,TRUE,1
"2410","CVOE_C",15,1,3,68,"P 82","Letter","N",FALSE,"CV","q","q",455,TRUE,1
"2411","CVOE_C",15,1,3,69,"S 72","Number","Y",FALSE,"OE","q","p",458,FALSE,0
"2412","CVOE_C",15,1,3,70,"U 84","Number","N",TRUE,"OE","p","p",437,TRUE,1
"2413","CVOE_C",15,1,3,71,"A 49","Letter","Y",FALSE,"CV","p","p",509,TRUE,1
"2414","CVOE_C",15,1,3,72,"D 91","Letter","N",TRUE,"CV","q","q",499,TRUE,1
"2415","CVOE_C",15,1,3,73,"E 99","Number","Y",FALSE,"OE","p","q",582,FALSE,0
"2416","CVOE_C",15,1,3,74,"H 16","Number","N",FALSE,"OE","q","p",348,FALSE,0
"2417","CVOE_C",15,1,3,75,"I 45","Letter","Y",FALSE,"CV","q","p",721,FALSE,0
"2418","CVOE_C",15,1,3,76,"J 70","Letter","N",FALSE,"CV","q","q",962,TRUE,1
"2419","CVOE_C",15,1,3,77,"O 22","Number","Y",TRUE,"OE","p","p",866,TRUE,1
"2420","CVOE_C",15,1,3,78,"P 41","Number","N",TRUE,"OE","q","q",568,TRUE,1
"2421","CVOE_C",15,1,3,79,"S 93","Letter","Y",TRUE,"CV","q","q",387,TRUE,1
"2422","CVOE_C",15,1,3,80,"U 70","Letter","N",TRUE,"CV","p","p",449,TRUE,1
"2423","CVOE_C",15,1,3,81,"A 42","Number","Y",TRUE,"OE","q","p",444,FALSE,0
"2424","CVOE_C",15,1,3,82,"D 85","Number","N",TRUE,"OE","q","q",484,TRUE,1
"2425","CVOE_C",15,1,3,83,"E 68","Letter","Y",TRUE,"CV","p","p",461,TRUE,1
"2426","CVOE_C",15,1,3,84,"H 17","Letter","N",TRUE,"CV","q","q",384,TRUE,1
"2427","CVOE_C",15,1,3,85,"I 70","Number","Y",TRUE,"OE","p","p",565,TRUE,1
"2428","CVOE_C",15,1,3,86,"J 88","Number","N",FALSE,"OE","q","p",358,FALSE,0
"2429","CVOE_C",15,1,3,87,"O 32","Letter","Y",TRUE,"CV","p","p",542,TRUE,1
"2430","CVOE_C",15,1,3,88,"P 95","Letter","N",TRUE,"CV","q","q",348,TRUE,1
"2431","CVOE_C",15,1,3,89,"S 98","Number","Y",FALSE,"OE","q","p",2001,FALSE,0
"2432","CVOE_C",15,1,3,90,"U 37","Number","N",FALSE,"OE","p","q",594,FALSE,0
"2433","CVOE_C",15,1,3,91,"A 56","Letter","Y",TRUE,"CV","p","p",611,TRUE,1
"2434","CVOE_C",15,1,3,92,"D 57","Letter","N",TRUE,"CV","q","q",366,TRUE,1
"2435","CVOE_C",15,1,3,93,"E 93","Number","Y",FALSE,"OE","q","q",694,TRUE,1
"2436","CVOE_C",15,1,3,94,"H 27","Number","N",TRUE,"OE","q","q",417,TRUE,1
"2437","CVOE_C",15,1,3,95,"I 35","Letter","Y",FALSE,"CV","p","p",524,TRUE,1
"2438","CVOE_C",15,1,3,96,"J 03","Letter","N",TRUE,"CV","q","q",357,TRUE,1
"2439","CVOE_C",15,1,3,97,"O 28","Number","Y",TRUE,"OE","p","p",637,TRUE,1
"2440","CVOE_C",15,1,3,98,"P 59","Number","N",TRUE,"OE","q","q",806,TRUE,1
"2441","CVOE_C",15,1,3,99,"S 77","Letter","Y",TRUE,"CV","q","q",702,TRUE,1
"2442","CVOE_C",15,1,3,100,"U 05","Letter","N",FALSE,"CV","p","p",484,TRUE,1
"2443","CVOE_C",15,1,3,101,"A 56","Number","Y",TRUE,"OE","p","p",748,TRUE,1
"2444","CVOE_C",15,1,3,102,"D 01","Number","N",TRUE,"OE","q","q",394,TRUE,1
"2445","CVOE_C",15,1,3,103,"E 02","Letter","Y",TRUE,"CV","p","p",664,TRUE,1
"2446","CVOE_C",15,1,3,104,"H 68","Letter","N",FALSE,"CV","q","q",446,TRUE,1
"2447","CVOE_C",15,1,3,105,"I 05","Number","Y",FALSE,"OE","p","q",550,FALSE,0
"2448","CVOE_C",15,1,3,106,"J 55","Number","N",TRUE,"OE","q","q",396,TRUE,1
"2449","CVOE_C",15,1,3,107,"O 73","Letter","Y",FALSE,"CV","q","p",924,FALSE,0
"2450","CVOE_C",15,1,3,108,"P 41","Letter","N",TRUE,"CV","q","q",533,TRUE,1
"2451","CVOE_C",15,1,3,109,"S 92","Number","Y",FALSE,"OE","q","p",392,FALSE,0
"2452","CVOE_C",15,1,3,110,"U 34","Number","N",TRUE,"OE","q","p",589,FALSE,0
"2453","CVOE_C",15,1,3,111,"A 09","Letter","Y",FALSE,"CV","p","p",603,TRUE,1
"2454","CVOE_C",15,1,3,112,"D 92","Letter","N",FALSE,"CV","q","q",555,TRUE,1
"2455","CVOE_C",15,1,3,113,"E 48","Number","Y",TRUE,"OE","p","p",692,TRUE,1
"2456","CVOE_C",15,1,3,114,"H 76","Number","N",FALSE,"OE","q","p",463,FALSE,0
"2457","CVOE_C",15,1,3,115,"I 44","Letter","Y",TRUE,"CV","p","p",845,TRUE,1
"2458","CVOE_C",15,1,3,116,"J 67","Letter","N",TRUE,"CV","q","q",413,TRUE,1
"2459","CVOE_C",15,1,3,117,"O 48","Number","Y",TRUE,"OE","p","p",520,TRUE,1
"2460","CVOE_C",15,1,3,118,"P 22","Number","N",FALSE,"OE","q","p",425,FALSE,0
"2461","CVOE_C",15,1,3,119,"S 86","Letter","Y",FALSE,"CV","q","q",478,TRUE,1
"2462","CVOE_C",15,1,3,120,"U 35","Letter","N",FALSE,"CV","q","p",823,FALSE,0
"2463","CVOE_C",15,1,3,121,"A 91","Number","Y",FALSE,"OE","q","q",613,TRUE,1
"2464","CVOE_C",15,1,3,122,"D 78","Number","N",FALSE,"OE","q","p",424,FALSE,0
"2465","CVOE_C",15,1,3,123,"E 91","Letter","Y",FALSE,"CV","p","p",437,TRUE,1
"2466","CVOE_C",15,1,3,124,"H 54","Letter","N",FALSE,"CV","q","q",406,TRUE,1
"2467","CVOE_C",15,1,3,125,"I 65","Number","Y",FALSE,"OE","q","q",574,TRUE,1
"2468","CVOE_C",15,1,3,126,"J 52","Number","N",FALSE,"OE","q","p",345,FALSE,0
"2469","CVOE_C",15,1,3,127,"O 19","Letter","Y",FALSE,"CV","p","p",479,TRUE,1
"2470","CVOE_C",15,1,3,128,"P 48","Letter","N",FALSE,"CV","q","q",495,TRUE,1
"2471","CVOE_C",15,1,3,129,"S 45","Number","Y",TRUE,"OE","q","q",450,TRUE,1
"2472","CVOE_C",15,1,3,130,"U 26","Number","N",TRUE,"OE","p","p",749,TRUE,1
"2473","CVOE_C",15,1,4,1,"U 38","Number","N",TRUE,"OE","p","p",1639,TRUE,1
"2474","CVOE_C",15,1,4,2,"P 73","Number","N",TRUE,"OE","q","q",656,TRUE,1
"2475","CVOE_C",15,1,4,3,"U 95","Letter","Y",FALSE,"CV","q","p",851,FALSE,0
"2476","CVOE_C",15,1,4,4,"J 61","Number","Y",TRUE,"OE","q","q",1974,TRUE,1
"2477","CVOE_C",15,1,4,5,"D 51","Number","N",TRUE,"OE","q","q",354,TRUE,1
"2478","CVOE_C",15,1,4,6,"S 28","Number","N",FALSE,"OE","p","p",464,TRUE,1
"2479","CVOE_C",15,1,4,7,"A 56","Letter","Y",TRUE,"CV","p","p",2477,TRUE,1
"2480","CVOE_C",15,1,4,8,"H 78","Letter","N",FALSE,"CV","q","q",503,TRUE,1
"2481","CVOE_C",15,1,4,9,"P 92","Letter","N",FALSE,"CV","q","q",564,TRUE,1
"2482","CVOE_C",15,1,4,10,"E 05","Number","Y",FALSE,"OE","q","q",461,TRUE,1
"2483","CVOE_C",15,1,4,11,"P 57","Letter","Y",TRUE,"CV","q","q",400,TRUE,1
"2484","CVOE_C",15,1,4,12,"D 88","Number","Y",FALSE,"OE","p","p",480,TRUE,1
"2485","CVOE_C",15,1,4,13,"O 89","Letter","Y",FALSE,"CV","q","p",1040,FALSE,0
"2486","CVOE_C",15,1,4,14,"U 43","Number","Y",FALSE,"OE","q","q",1849,TRUE,1
"2487","CVOE_C",15,1,4,15,"H 10","Number","N",FALSE,"OE","q","p",445,FALSE,0
"2488","CVOE_C",15,1,4,16,"S 07","Letter","Y",TRUE,"CV","q","q",405,TRUE,1
"2489","CVOE_C",15,1,4,17,"J 10","Letter","N",FALSE,"CV","q","q",445,TRUE,1
"2490","CVOE_C",15,1,4,18,"H 54","Number","Y",FALSE,"OE","q","p",558,FALSE,0
"2491","CVOE_C",15,1,4,19,"E 99","Number","N",FALSE,"OE","q","q",542,TRUE,1
"2492","CVOE_C",15,1,4,20,"J 36","Letter","Y",FALSE,"CV","q","q",492,TRUE,1
"2493","CVOE_C",15,1,4,21,"I 94","Letter","N",TRUE,"CV","p","p",1127,TRUE,1
"2494","CVOE_C",15,1,4,22,"A 82","Letter","N",TRUE,"CV","p","p",1359,TRUE,1
"2495","CVOE_C",15,1,4,23,"H 79","Number","Y",TRUE,"OE","q","q",368,TRUE,1
"2496","CVOE_C",15,1,4,24,"J 60","Number","N",FALSE,"OE","q","p",379,FALSE,0
"2497","CVOE_C",15,1,4,25,"S 28","Letter","Y",FALSE,"CV","q","q",382,TRUE,1
"2498","CVOE_C",15,1,4,26,"P 11","Number","Y",TRUE,"OE","q","q",372,TRUE,1
"2499","CVOE_C",15,1,4,27,"D 39","Number","N",TRUE,"OE","q","q",423,TRUE,1
"2500","CVOE_C",15,1,4,28,"E 90","Number","N",TRUE,"OE","p","p",557,TRUE,1
"2501","CVOE_C",15,1,4,29,"I 38","Number","N",TRUE,"OE","p","p",581,TRUE,1
"2502","CVOE_C",15,1,4,30,"S 35","Letter","Y",TRUE,"CV","q","q",387,TRUE,1
"2503","CVOE_C",15,1,4,31,"D 41","Number","Y",TRUE,"OE","q","q",376,TRUE,1
"2504","CVOE_C",15,1,4,32,"E 06","Number","N",TRUE,"OE","p","p",539,TRUE,1
"2505","CVOE_C",15,1,4,33,"A 27","Number","N",FALSE,"OE","p","q",486,FALSE,0
"2506","CVOE_C",15,1,4,34,"U 95","Letter","Y",FALSE,"CV","p","p",503,TRUE,1
"2507","CVOE_C",15,1,4,35,"A 53","Letter","N",FALSE,"CV","q","p",525,FALSE,0
"2508","CVOE_C",15,1,4,36,"E 43","Letter","N",FALSE,"CV","q","p",589,FALSE,0
"2509","CVOE_C",15,1,4,37,"P 05","Number","Y",TRUE,"OE","q","q",427,TRUE,1
"2510","CVOE_C",15,1,4,38,"O 19","Letter","Y",FALSE,"CV","q","p",832,FALSE,0
"2511","CVOE_C",15,1,4,39,"I 96","Number","Y",TRUE,"OE","p","p",534,TRUE,1
"2512","CVOE_C",15,1,4,40,"A 88","Number","N",TRUE,"OE","p","p",569,TRUE,1
"2513","CVOE_C",15,1,4,41,"I 67","Number","N",FALSE,"OE","p","q",524,FALSE,0
"2514","CVOE_C",15,1,4,42,"D 40","Number","N",FALSE,"OE","q","p",949,FALSE,0
"2515","CVOE_C",15,1,4,43,"P 79","Letter","Y",TRUE,"CV","q","q",411,TRUE,1
"2516","CVOE_C",15,1,4,44,"U 24","Number","Y",TRUE,"OE","p","p",702,TRUE,1
"2517","CVOE_C",15,1,4,45,"P 74","Number","N",FALSE,"OE","q","p",428,FALSE,0
"2518","CVOE_C",15,1,4,46,"E 70","Number","N",TRUE,"OE","p","p",905,TRUE,1
"2519","CVOE_C",15,1,4,47,"S 27","Number","N",TRUE,"OE","q","q",519,TRUE,1
"2520","CVOE_C",15,1,4,48,"E 54","Letter","Y",TRUE,"CV","p","p",608,TRUE,1
"2521","CVOE_C",15,1,4,49,"A 53","Letter","N",FALSE,"CV","q","p",419,FALSE,0
"2522","CVOE_C",15,1,4,50,"P 34","Letter","N",FALSE,"CV","p","q",686,FALSE,0
"2523","CVOE_C",15,1,4,51,"D 74","Number","Y",FALSE,"OE","q","p",390,FALSE,0
"2524","CVOE_C",15,1,4,52,"A 03","Letter","Y",FALSE,"CV","q","p",748,FALSE,0
"2525","CVOE_C",15,1,4,53,"E 24","Number","Y",TRUE,"OE","p","p",690,TRUE,1
"2526","CVOE_C",15,1,4,54,"I 58","Letter","Y",TRUE,"CV","p","p",725,TRUE,1
"2527","CVOE_C",15,1,4,55,"D 77","Number","Y",TRUE,"OE","q","q",357,TRUE,1
"2528","CVOE_C",15,1,4,56,"S 75","Number","N",TRUE,"OE","q","q",485,TRUE,1
"2529","CVOE_C",15,1,4,57,"I 20","Letter","Y",TRUE,"CV","p","p",2166,TRUE,1
"2530","CVOE_C",15,1,4,58,"J 52","Letter","N",FALSE,"CV","q","q",351,TRUE,1
"2531","CVOE_C",15,1,4,59,"A 38","Number","Y",TRUE,"OE","p","p",716,TRUE,1
"2532","CVOE_C",15,1,4,60,"I 60","Letter","Y",TRUE,"CV","p","p",509,TRUE,1
"2533","CVOE_C",15,1,4,61,"S 51","Number","Y",TRUE,"OE","q","q",395,TRUE,1
"2534","CVOE_C",15,1,4,62,"D 63","Letter","Y",TRUE,"CV","q","q",459,TRUE,1
"2535","CVOE_C",15,1,4,63,"U 27","Letter","N",FALSE,"CV","q","p",582,FALSE,0
"2536","CVOE_C",15,1,4,64,"J 77","Letter","N",TRUE,"CV","q","q",388,TRUE,1
"2537","CVOE_C",15,1,4,65,"O 15","Number","Y",FALSE,"OE","q","q",482,TRUE,1
"2538","CVOE_C",15,1,4,66,"J 20","Letter","Y",FALSE,"CV","q","q",1154,TRUE,1
"2539","CVOE_C",15,1,4,67,"U 97","Number","Y",FALSE,"OE","p","q",520,FALSE,0
"2540","CVOE_C",15,1,4,68,"H 03","Number","N",TRUE,"OE","q","q",376,TRUE,1
"2541","CVOE_C",15,1,4,69,"O 04","Letter","Y",TRUE,"CV","p","p",819,TRUE,1
"2542","CVOE_C",15,1,4,70,"E 10","Letter","N",TRUE,"CV","p","p",550,TRUE,1
"2543","CVOE_C",15,1,4,71,"I 52","Letter","N",TRUE,"CV","p","p",564,TRUE,1
"2544","CVOE_C",15,1,4,72,"H 81","Number","Y",TRUE,"OE","q","q",957,TRUE,1
"2545","CVOE_C",15,1,4,73,"I 41","Number","N",FALSE,"OE","q","q",845,TRUE,1
"2546","CVOE_C",15,1,4,74,"U 19","Letter","Y",FALSE,"CV","q","p",678,FALSE,0
"2547","CVOE_C",15,1,4,75,"O 17","Number","Y",FALSE,"OE","q","q",550,TRUE,1
"2548","CVOE_C",15,1,4,76,"A 10","Number","N",TRUE,"OE","p","p",612,TRUE,1
"2549","CVOE_C",15,1,4,77,"P 93","Letter","Y",TRUE,"CV","q","q",479,TRUE,1
"2550","CVOE_C",15,1,4,78,"E 59","Letter","N",FALSE,"CV","p","p",559,TRUE,1
"2551","CVOE_C",15,1,4,79,"O 53","Letter","N",FALSE,"CV","q","p",384,FALSE,0
"2552","CVOE_C",15,1,4,80,"A 96","Letter","N",TRUE,"CV","p","p",773,TRUE,1
"2553","CVOE_C",15,1,4,81,"H 36","Letter","Y",FALSE,"CV","q","q",489,TRUE,1
"2554","CVOE_C",15,1,4,82,"A 63","Letter","N",FALSE,"CV","q","p",540,FALSE,0
"2555","CVOE_C",15,1,4,83,"I 38","Letter","N",TRUE,"CV","p","p",535,TRUE,1
"2556","CVOE_C",15,1,4,84,"O 51","Number","Y",FALSE,"OE","p","q",586,FALSE,0
"2557","CVOE_C",15,1,4,85,"J 26","Number","N",FALSE,"OE","q","p",416,FALSE,0
"2558","CVOE_C",15,1,4,86,"S 34","Letter","Y",FALSE,"CV","q","q",579,TRUE,1
"2559","CVOE_C",15,1,4,87,"U 85","Number","Y",FALSE,"OE","q","q",638,TRUE,1
"2560","CVOE_C",15,1,4,88,"J 77","Number","N",TRUE,"OE","q","q",382,TRUE,1
"2561","CVOE_C",15,1,4,89,"I 73","Letter","Y",FALSE,"CV","q","p",684,FALSE,0
"2562","CVOE_C",15,1,4,90,"H 46","Number","Y",FALSE,"OE","p","p",652,TRUE,1
"2563","CVOE_C",15,1,4,91,"D 04","Number","N",FALSE,"OE","q","p",383,FALSE,0
"2564","CVOE_C",15,1,4,92,"P 72","Letter","Y",FALSE,"CV","q","q",389,TRUE,1
"2565","CVOE_C",15,1,4,93,"D 99","Number","Y",TRUE,"OE","q","q",435,TRUE,1
"2566","CVOE_C",15,1,4,94,"U 25","Letter","Y",FALSE,"CV","q","p",531,FALSE,0
"2567","CVOE_C",15,1,4,95,"O 32","Letter","N",TRUE,"CV","q","p",334,FALSE,0
"2568","CVOE_C",15,1,4,96,"E 80","Letter","N",TRUE,"CV","p","p",609,TRUE,1
"2569","CVOE_C",15,1,4,97,"O 84","Number","Y",TRUE,"OE","p","p",644,TRUE,1
"2570","CVOE_C",15,1,4,98,"A 78","Number","N",TRUE,"OE","p","p",565,TRUE,1
"2571","CVOE_C",15,1,4,99,"S 05","Number","N",TRUE,"OE","q","q",405,TRUE,1
"2572","CVOE_C",15,1,4,100,"U 35","Letter","Y",FALSE,"CV","q","p",509,FALSE,0
"2573","CVOE_C",15,1,4,101,"H 14","Letter","N",FALSE,"CV","q","q",347,TRUE,1
"2574","CVOE_C",15,1,4,102,"U 15","Number","Y",FALSE,"OE","q","q",497,TRUE,1
"2575","CVOE_C",15,1,4,103,"E 36","Letter","Y",TRUE,"CV","p","p",484,TRUE,1
"2576","CVOE_C",15,1,4,104,"P 70","Letter","N",FALSE,"CV","q","q",332,TRUE,1
"2577","CVOE_C",15,1,4,105,"O 44","Number","Y",TRUE,"OE","p","p",647,TRUE,1
"2578","CVOE_C",15,1,4,106,"S 41","Letter","Y",TRUE,"CV","q","q",392,TRUE,1
"2579","CVOE_C",15,1,4,107,"D 83","Letter","N",TRUE,"CV","q","q",365,TRUE,1
