ExperimentName,Subject,Block,Prompt,ListNum,Procedure[Trial],JOL,Cue-Target,Response,Correct?,Direction
D_JOL C,83,1,Talk - Discussion,35,StudyProc3,80,Talk - ?,Leaf,,
D_JOL C,83,1,Cow - Herd,36,StudyProc3,75,Cow - ?,Herd,,
D_JOL C,83,1,Card - Credit,37,StudyProc3,80,Card - ?,Game,,
D_JOL C,83,1,Flower - Orchid,38,StudyProc3,89,Flower - ?,Orchid,,
D_JOL C,83,1,Fish - Tuna,39,StudyProc3,90,Fish - ?,Shrimp,,
D_JOL C,83,1,Hammer - Chisel,40,StudyProc3,30,Hammer - ?,Chisel,,
D_JOL C,83,1,Assignment - Due,41,StudyProc3,70,Amount - ?,Size,,
D_JOL C,83,1,Amount - Number,42,StudyProc3,60,Assignment - ?,Due,,
D_JOL C,83,1,Site - Location,43,StudyProc3,60,Site - ?,Location,,
D_JOL C,83,1,Waste - Dump,44,StudyProc3,77,Waste - ?,Leftover,,
D_JOL C,83,1,Jury - Trial,45,StudyProc3,90,Jury - ?,Attorney,,
D_JOL C,83,1,Design - Architecture,46,StudyProc3,75,Design - ?,Layout,,
D_JOL C,83,1,Bar - Grill,47,StudyProc3,40,Bar - ?,Grill,,
D_JOL C,83,1,Liver - Kidney,48,StudyProc3,40,Liver - ?,Kidney,,
D_JOL C,83,1,End - Begin,49,StudyProc3,70,End - ?,Begin,,
D_JOL C,83,1,Wind - Blow,50,StudyProc3,95,Wind - ?,Pair,,
D_JOL C,83,1,Soda - Pop,51,StudyProc3,100,Soda - ?,Pop,,
D_JOL C,83,1,Cheese - Wine,52,StudyProc3,96,Cheese - ?,Wine,,
D_JOL C,83,1,Toilet - Bathroom,53,StudyProc3,100,Toilet - ?,Bathroom,,
D_JOL C,83,1,Decision - Choice,54,StudyProc3,70,Decision - ?,Decide,,
D_JOL C,83,1,Foot - Shoe,55,StudyProc3,80,Foot - ?,Hand,,
D_JOL C,83,1,Future - Past,56,StudyProc3,45,Future - ?,Past,,
D_JOL C,83,1,Salad - Lettuce,57,StudyProc3,60,Salad - ?,Lettuce,,
D_JOL C,83,1,Bee - Honey,58,StudyProc3,99,Bee - ?,Flower,,
D_JOL C,83,1,Child - Baby,59,StudyProc3,80,Child - ?,Baby,,
D_JOL C,83,1,Round - Circle,60,StudyProc3,100,Round - ?,Circle,,
D_JOL C,83,1,Clutter - Pusher,61,StudyProc3,40,Clutter - ?,Trash,,
D_JOL C,83,1,Sacking - Dietary,62,StudyProc3,0,Sacking - ?,Sol,,
D_JOL C,83,1,Hungry - Park,63,StudyProc3,1,Hungry - ?,Food,,
D_JOL C,83,1,Woman - Lift,64,StudyProc3,21,Woman - ?,Seizure,,
D_JOL C,83,1,Belt - Soon,65,StudyProc3,4,Belt - ?,Shoe,,
D_JOL C,83,1,Floor - Discover,66,StudyProc3,5,Floor - ?,House,,
D_JOL C,83,1,Business - Death,67,StudyProc3,30,Business - ?,State,,
D_JOL C,83,1,Sight - Debate,68,StudyProc3,2,Sight - ?,Look,,
D_JOL C,83,1,Bronze - Artery,69,StudyProc3,0,Bronze - ?,Belt,,
D_JOL C,83,1,Hand - Fix,70,StudyProc3,20,Hand - ?,Write,,
D_JOL C,83,1,Position - Machine,71,StudyProc3,13,Position - ?,Held,,
D_JOL C,83,1,Car - Happy,72,StudyProc3,15,Car - ?,Happy,,
D_JOL C,83,1,Tuck - Allow,73,StudyProc3,10,Tuck - ?,Pack,,
D_JOL C,83,1,Lion - Art,74,StudyProc3,32,Lion - ?,Art,,
D_JOL C,83,1,Accident - Strong,75,StudyProc3,15,Accident - ?,Mistake,,
D_JOL C,83,1,Riddle - Sugar,76,StudyProc3,10,Riddle - ?,User,,
D_JOL C,83,1,Add - Valley,77,StudyProc3,0,Add - ?,Subtract,,
D_JOL C,83,1,Would - Cash,78,StudyProc3,0,Would - ?,Cant,,
D_JOL C,83,1,Sick - Hide,79,StudyProc3,12,Sick - ?,Weak,,
D_JOL C,83,1,Vase - King,80,StudyProc3,5,Vase - ?,,,
D_JOL D,84,1,Flip - Turn,1,StudyProc5,59,Flip - ?,,,
D_JOL D,84,1,Windshield - Car,2,StudyProc5,10,Windsield - ?,Car,,
D_JOL D,84,1,Villain - Bad,3,StudyProc5,78,Villian - ?,Evil,,
D_JOL D,84,1,Penguin - Bird,4,StudyProc5,6,Penguin - ?,Ice,,
D_JOL D,84,1,Actress - Star,5,StudyProc5,0,Actress - ?,Celebrity,,
D_JOL D,84,1,Thimble - Thread,6,StudyProc5,11,Thimble - ?,Tur,,
D_JOL D,84,1,Revenge - Even,7,StudyProc5,90,Revenge - ?,Even,,
D_JOL D,84,1,Balloon - Pop,8,StudyProc5,100,Balloon - ?,Air,,
D_JOL D,84,1,Strawberry - Fruit,9,StudyProc5,69,Strawberry - ?,Fruit,,
D_JOL D,84,1,Favorite - Best,10,StudyProc5,100,Favorite - ?,Best,,
D_JOL D,84,1,Panther - Cat,11,StudyProc5,100,Panther - ?,Cat,,
D_JOL D,84,1,Breakable - Glass,12,StudyProc5,50,Breakable - ?,Glass,,
D_JOL D,84,1,Coffin - Dead,13,StudyProc5,99,Coffin - ?,Dead,,
D_JOL D,84,1,Aircraft - Plane,14,StudyProc5,20,Aircraft - ?,Plane,,
D_JOL D,84,1,Sardine - Fish,15,StudyProc5,90,Sardine - ?,Fish,,
D_JOL D,84,1,League - Baseball,16,StudyProc5,79,League - ?,,,
D_JOL D,84,1,Banker - Money,17,StudyProc5,42,Banker - ?,Monkey,,
D_JOL D,84,1,Truthful - Honest,18,StudyProc5,90,Truthful - ?,Liew,,
D_JOL D,84,1,Nap - Sleep,19,StudyProc5,48,Nap - ?,Sleep,,
D_JOL D,84,1,Brawl - Fight,20,StudyProc5,90,Brawl - ?,,,
D_JOL D,84,1,Long - Extension,21,StudyProc5,100,Long - ?,Short,,
D_JOL D,84,1,Game - Clue,22,StudyProc5,78,Game - ?,,,
D_JOL D,84,1,Tie - Shoelace,23,StudyProc5,6,Tie - ?,Shoelaces,,
D_JOL D,84,1,Myster - Detective,24,StudyProc5,23,Mystery - ?,TRUTH,,
D_JOL D,84,1,End - Adjourn,25,StudyProc5,100,End - ?,,,
D_JOL D,84,1,Dog - Furry,26,StudyProc5,89,Dog - ?,Furry,,
D_JOL D,84,1,Trash - Litter,27,StudyProc5,65,Trash - ?,,,
D_JOL D,84,1,Red - Cherry,28,StudyProc5,100,Red - ?,,,
D_JOL D,84,1,Head - Scalp,29,StudyProc5,80,Head - ?,Ear,,
D_JOL D,84,1,Car - Driver,30,StudyProc5,100,Car - ?,Drive,,
D_JOL D,84,1,Cut - Chop,31,StudyProc5,100,Cut - ?,ear,,
D_JOL D,84,1,Donkey - Mule,32,StudyProc5,55,Donkey - ?,Horse,,
D_JOL D,84,1,Paper - Document,33,StudyProc5,95,Paper - ?,,,
D_JOL D,84,1,Smell - Incense,34,StudyProc5,70,Smell - ?,Inhale,,
D_JOL D,84,1,Eat - Dine,35,StudyProc5,100,Eat - ?,,,
D_JOL D,84,1,Scissors - Shears,36,StudyProc5,25,Scissors - ?,Cut,,
D_JOL D,84,1,Fight - Feud,37,StudyProc5,45,Fight - ?,,,
D_JOL D,84,1,Plant - Cactus,38,StudyProc5,9,Plant - ?,,,
D_JOL D,84,1,Cold - Chill,39,StudyProc5,100,Cold - ?,Hot,,
D_JOL D,84,1,Love - Affection,40,StudyProc5,90,Love - ?,Passion,,
D_JOL D,84,1,Shave - Razor,41,StudyProc5,79,Shave - ?,,,
D_JOL D,84,1,Equal - Rights,42,StudyProc5,37,Equal - ?,ven,,
D_JOL D,84,1,Jar - Mason,43,StudyProc5,100,Jar - ?,,,
D_JOL D,84,1,Wax - Candle,44,StudyProc5,45,Wax - ?,,,
D_JOL D,84,1,Bracelet - Wrist,45,StudyProc5,0,Bracelet - ?,,,
D_JOL D,84,1,Carbon - Element,46,StudyProc5,10,Carbon - ?,Dioxide,,
D_JOL D,84,1,Away - Gone,47,StudyProc5,87,Away - ?,Close,,
D_JOL D,84,1,Drink - Water,48,StudyProc5,100,Drink - ?,Water,,
D_JOL D,84,1,Ground - Earth,49,StudyProc5,,Ground - ?,Earth,,
D_JOL D,84,1,Lonely - Alone,50,StudyProc5,44,Lonely - ?,,,
D_JOL D,84,1,Seatbelt - Safety,51,StudyProc5,100,Seatbelt - ?,Safety,,
D_JOL D,84,1,Lie - Truth,52,StudyProc5,100,Lie - ?,Truth,,
D_JOL D,84,1,Communication - Phone,53,StudyProc5,100,Communication - ?,Tal,,
D_JOL D,84,1,Reel - Rod,54,StudyProc5,5,Reel - ?,,,
D_JOL D,84,1,Tick - Flea,55,StudyProc5,89,Tick - ?,,,
D_JOL D,84,1,Noise - Loud,56,StudyProc5,90,Noise - ?,Loud,,
D_JOL D,84,1,Have - Own,57,StudyProc5,69,Temper - ?,Tantrum,,
D_JOL D,84,1,Temper - Tantrum,58,StudyProc5,80,Have - ?,Had,,
D_JOL D,84,1,Tan - Sun,59,StudyProc5,39,Tan - ?,Brown,,
D_JOL D,84,1,Maroon - Justice,60,StudyProc5,67,Maroon - ?,,,
D_JOL D,84,1,Cloth - Stretch,61,StudyProc5,45,Cloth - ?,Fabric,,
D_JOL D,84,1,Election - Maze,62,StudyProc5,49,Election - ?,Vote,,
D_JOL D,84,1,Charm - Vehicle,63,StudyProc5,10,Charm - ?,,,
D_JOL D,84,1,Obtain - Meat,64,StudyProc5,65,Obtain - ?,Get,,
D_JOL D,84,1,Able - Crackle,65,StudyProc5,33,Able - ?,Fortunate,,
D_JOL D,84,1,Shake - Shell,66,StudyProc5,10,Shake - ?,,,
D_JOL D,84,1,Fiction - Listen,67,StudyProc5,100,Fiction - ?,Read,,
D_JOL D,84,1,Joke - Keys,68,StudyProc5,90,Joke - ?,,,
D_JOL D,84,1,Hate - Name,69,StudyProc5,,Hate - ?,Love,,
D_JOL D,84,1,Bang - Fuzzy,70,StudyProc5,30,Bang - ?,,,
D_JOL D,84,1,Clear - Moat,71,StudyProc5,10,Clear - ?,,,
D_JOL D,84,1,Wet - Dry,72,StudyProc5,100,Wet - ?,Dry,,
D_JOL D,84,1,Steak - Give,73,StudyProc5,100,Steak - ?,,,
D_JOL D,84,1,Late - Early,74,StudyProc5,,Clothes - ?,,,
D_JOL D,84,1,Toil - Lease,75,StudyProc5,66,Toil - ?,,,
D_JOL D,84,1,Sign - Loan,76,StudyProc5,9,Sign - ?,Loan,,
D_JOL D,84,1,Ounce - Both,77,StudyProc5,5,Ounce - ?,Pound,,
D_JOL D,84,1,Morning - Temperature,78,StudyProc5,100,Morning - ?,Night,,
D_JOL D,84,1,Children - Mirror,79,StudyProc5,100,Children - ?,,,
D_JOL D,84,1,Main - Scar,80,StudyProc5,60,Main - ?,,,
D_JOL D,84,2,Enough - Full,1,StudyProc3,64,Enough - ?,full,,
D_JOL D,84,2,Sip - Drink,2,StudyProc3,10,Sip - ?,Drink,,
D_JOL D,84,2,Cave - Dark,3,StudyProc3,5,Cave - ?,dark,,
D_JOL D,84,2,Seize - Take,4,StudyProc3,0,Seize - ?,,,
D_JOL D,84,2,Growth - Height,5,StudyProc3,100,Growth - ?,height,,
D_JOL D,84,2,Word - Sentence,6,StudyProc3,10,Word - ?,,,
D_JOL D,84,2,Wasp - Bug,7,StudyProc3,100,Wasp - ?,sting,,
D_JOL D,84,2,Division - Math,8,StudyProc3,89,Division - ?,Math,,
D_JOL D,84,2,Attorney - Law,9,StudyProc3,0,Attorney - ?,lawe,,
D_JOL D,84,2,Fantastic - Great,10,StudyProc3,100,Fantastic - ?,Great,,
D_JOL D,84,2,Latch - Key,11,StudyProc3,86,Latch - ?,keys,,
D_JOL D,84,2,Chili - Hot,12,StudyProc3,,Chili - ?,hot,,
D_JOL D,84,2,Racket - Ball,13,StudyProc3,97,Racket - ?,ball,,
D_JOL D,84,2,Chore - Work,14,StudyProc3,100,Chore - ?,clean,,
D_JOL D,84,2,Famine - Hunger,15,StudyProc3,100,Famine - ?,hungry,,
D_JOL D,84,2,Drowsy - Sleep,16,StudyProc3,100,Drowsy - ?,sleepy,,
D_JOL D,84,2,Stench - Smell,17,StudyProc3,100,Stench - ?,Smell,,
D_JOL D,84,2,Attire - Clothes,18,StudyProc3,64,Attire - ?,clothes,,
D_JOL D,84,2,Pilot - Plane,19,StudyProc3,100,Pilot - ?,plane,,
D_JOL D,84,2,Blaze - Fire,20,StudyProc3,100,Blaze - ?,fire,,
D_JOL D,84,2,Bad - Delinquent,21,StudyProc3,0,Bad - ?,good,,
D_JOL D,84,2,Stomach - Digestion,22,StudyProc3,100,Stomach - ?,digestion,,
D_JOL D,84,2,Money - Wage,23,StudyProc3,100,Money - ?,NickiMinaj,,
D_JOL D,84,2,News - Editor,24,StudyProc3,100,News - ?,,,
D_JOL D,84,2,Sting - Hornet,25,StudyProc3,100,Sting - ?,bee,,
D_JOL D,84,2,Cold - Bitter,26,StudyProc3,3,Cold - ?,hot,,
D_JOL D,84,2,Plant - Root,27,StudyProc3,4,Plant - ?,ree,,
D_JOL D,84,2,Bird - Swan,28,StudyProc3,1,Bird - ?,beak,,
D_JOL D,84,2,Dog - Paw,29,StudyProc3,100,Dog - ?,Paw,,
D_JOL D,84,2,Out - Way,30,StudyProc3,90,Out - ?,going,,
D_JOL D,84,2,Clean - Hygiene,31,StudyProc3,100,Clean - ?,messy,,
D_JOL D,84,2,Water - Bridge,32,StudyProc3,64,Water- ?,drink,,
D_JOL D,84,2,Rock - Geology,33,StudyProc3,0,Rock - ?,,,
D_JOL D,84,2,War - Revolution,34,StudyProc3,75,War - ?,fight,,
D_JOL D,84,2,Talk - Discussion,35,StudyProc3,100,Talk - ?,communication,,
D_JOL D,84,2,Cow - Herd,36,StudyProc3,0,Cow - ?,herd,,
D_JOL D,84,2,Card - Credit,37,StudyProc3,100,Card - ?,credit,,
D_JOL D,84,2,Flower - Orchid,38,StudyProc3,1,Flower - ?,plant,,
D_JOL D,84,2,Fish - Tuna,39,StudyProc3,100,Fish - ?,tuna,,
D_JOL D,84,2,Hammer - Chisel,40,StudyProc3,0,Hammer - ?,nal,,
D_JOL D,84,2,Assignment - Due,41,StudyProc3,100,Amount - ?,money,,
D_JOL D,84,2,Amount - Number,42,StudyProc3,100,Assignment - ?,due,,
D_JOL D,84,2,Site - Location,43,StudyProc3,100,Site - ?,,,
D_JOL D,84,2,Waste - Dump,44,StudyProc3,100,Waste - ?,,,
D_JOL D,84,2,Jury - Trial,45,StudyProc3,100,Jury - ?,court,,
D_JOL D,84,2,Design - Architecture,46,StudyProc3,100,Design - ?,aritecture,,
D_JOL D,84,2,Bar - Grill,47,StudyProc3,90,Bar - ?,drink,,
D_JOL D,84,2,Liver - Kidney,48,StudyProc3,90,Liver - ?,Kidney,,
D_JOL D,84,2,End - Begin,49,StudyProc3,86,End - ?,Begin,,
D_JOL D,84,2,Wind - Blow,50,StudyProc3,1,Wind - ?,Blow,,
D_JOL D,84,2,Soda - Pop,51,StudyProc3,100,Soda - ?,Pop,,
D_JOL D,84,2,Cheese - Wine,52,StudyProc3,100,Cheese - ?,Wine,,
D_JOL D,84,2,Toilet - Bathroom,53,StudyProc3,100,Toilet - ?,tissue,,
D_JOL D,84,2,Decision - Choice,54,StudyProc3,100,Decision - ?,Choose,,
D_JOL D,84,2,Foot - Shoe,55,StudyProc3,100,Foot - ?,Feet,,
D_JOL D,84,2,Future - Past,56,StudyProc3,100,Future - ?,past,,
D_JOL D,84,2,Salad - Lettuce,57,StudyProc3,80,Salad - ?,lettuce,,
D_JOL D,84,2,Bee - Honey,58,StudyProc3,100,Bee - ?,wasp,,
D_JOL D,84,2,Child - Bee,59,StudyProc3,1,Child - ?,young,,
D_JOL D,84,2,Round - Circle,60,StudyProc3,100,Round - ?,circle,,
D_JOL D,84,2,Clutter - Pusher,61,StudyProc3,97,Clutter - ?,Mess,,
D_JOL D,84,2,Sacking - Dietary,62,StudyProc3,50,Sacking - ?,Football,,
D_JOL D,84,2,Hungry - Park,63,StudyProc3,1,Hungry - ?,famine,,
D_JOL D,84,2,Woman - Lift,64,StudyProc3,3,Woman - ?,grow,,
D_JOL D,84,2,Belt - Soon,65,StudyProc3,65,Belt - ?,pants,,
D_JOL D,84,2,Floor - Discover,66,StudyProc3,10,Floor - ?,ground,,
D_JOL D,84,2,Business - Death,67,StudyProc3,1,Business - ?,money,,
D_JOL D,84,2,Sight - Debate,68,StudyProc3,1,Sight - ?,vision,,
D_JOL D,84,2,Bronze - Artery,69,StudyProc3,,Bronze - ?,Ta,,
D_JOL D,84,2,Hand - Fix,70,StudyProc3,53,Hand - ?,,,
D_JOL D,84,2,Position - Machine,71,StudyProc3,20,Position - ?,footbll,,
D_JOL D,84,2,Car - Happy,72,StudyProc3,1,Car - ?,windshield,,
D_JOL D,84,2,Tuck - Allow,73,StudyProc3,,Tuck - ?,allow,,
D_JOL D,84,2,Lion - Art,74,StudyProc3,76,Lion - ?,cat,,
D_JOL D,84,2,Accident - Strong,75,StudyProc3,43,Accident - ?,wreck,,
D_JOL D,84,2,Riddle - Sugar,76,StudyProc3,6,Riddle - ?,joke,,
D_JOL D,84,2,Add - Valley,77,StudyProc3,1,Add - ?,Subtract,,
D_JOL D,84,2,Would - Cash,78,StudyProc3,1,Would - ?,should,,
D_JOL D,84,2,Sick - Hide,79,StudyProc3,100,Sick - ?,cold,,
D_JOL D,84,2,Vase - King,80,StudyProc3,1,Vase - ?,flowers,,
D_JOL A,85,2,Extension - Long,1,StudyProc5,100,Extension - ?,long,,
D_JOL A,85,2,Clue - Game,2,StudyProc5,50,Clue - ?,game,,
D_JOL A,85,2,Cactus - Plant,3,StudyProc5,50,Cactus - ?,plant,,
D_JOL A,85,2,Shoelace - Tie,4,StudyProc5,100,Shoelace - ?,tie,,
D_JOL A,85,2,Detective - Mystery,5,StudyProc5,100,Detective - ?,mystery,,
D_JOL A,85,2,Adjourn - End,6,StudyProc5,0,Adjourn - ?,end,,
D_JOL A,85,2,Furry - Dog,7,StudyProc5,100,Furry - ?,dog,,
D_JOL A,85,2,Litter - Trash,8,StudyProc5,50,Litter - ?,trash,,
D_JOL A,85,2,Cherry - Red,9,StudyProc5,75,Cherry - ?,red,,
D_JOL A,85,2,Scalp - Head,10,StudyProc5,75,Scalp - ?,head,,
D_JOL A,85,2,Driver - Car,11,StudyProc5,100,Driver - ?,car,,
D_JOL A,85,2,Chop - Cut,12,StudyProc5,100,Chop - ?,cut,,
D_JOL A,85,2,Mule - Donkey,13,StudyProc5,100,Mule - ?,donkey,,
D_JOL A,85,2,Document - Paper,14,StudyProc5,75,Document - ?,paper,,
D_JOL A,85,2,Incense - Smell,15,StudyProc5,0,Incense - ?,smell,,
D_JOL A,85,2,Dine - Eat,16,StudyProc5,25,Dine - ?,eat,,
D_JOL A,85,2,Shears - Scissors,17,StudyProc5,100,Shears - ?,scissors,,
D_JOL A,85,2,Feud - Fight,18,StudyProc5,50,Feud - ?,fight,,
D_JOL A,85,2,Chill - Cold,19,StudyProc5,75,Chill - ?,cold,,
D_JOL A,85,2,Affection - Love,20,StudyProc5,100,Affection - ?,love,,
D_JOL A,85,2,Turn - Flip,21,StudyProc5,50,Turn - ?,flip,,
D_JOL A,85,2,Car - Windshield,22,StudyProc5,50,Car - ?,driver,,
D_JOL A,85,2,Bad - Villain,23,StudyProc5,100,Bad - ?,villian,,
D_JOL A,85,2,Bird - Penguin,24,StudyProc5,100,Bird - ?,penguine,,
D_JOL A,85,2,Star - Actress,25,StudyProc5,75,Star - ?,actress,,
D_JOL A,85,2,Thread - Thimble,26,StudyProc5,25,Thread - ?,thrimmple,,
D_JOL A,85,2,Even - Revenge,27,StudyProc5,50,Even - ?,odd,,
D_JOL A,85,2,Pop - Balloon,28,StudyProc5,50,Pop - ?,balloon,,
D_JOL A,85,2,Fruit - Strawberry,29,StudyProc5,100,Fruit - ?,strawberry,,
D_JOL A,85,2,Best - Favorite,30,StudyProc5,100,Best - ?,,,
D_JOL A,85,2,Cat - Panther,31,StudyProc5,100,Cat - ?,panther,,
D_JOL A,85,2,Glass - Breakable,32,StudyProc5,75,Glass - ?,breakable,,
D_JOL A,85,2,Dead - Coffin,33,StudyProc5,100,Dead - ?,coffin,,
D_JOL A,85,2,Plane - Aircraft,34,StudyProc5,100,Plane - ?,aircraft,,
D_JOL A,85,2,Fish - Sardine,35,StudyProc5,100,Fish - ?,fillet,,
D_JOL A,85,2,Baseball - League,36,StudyProc5,75,Baseball - ?,league,,
D_JOL A,85,2,Money - Banker,37,StudyProc5,50,Money - ?,wage,,
D_JOL A,85,2,Honest - Truthful,38,StudyProc5,100,Honest - ?,truthful,,
D_JOL A,85,2,Sleep - Nap,39,StudyProc5,100,Sleep - ?,nap,,
D_JOL A,85,2,Fight - Brawl,40,StudyProc5,75,Fight - ?,fued,,
D_JOL A,85,2,Razor - Shave,41,StudyProc5,100,Razor - ?,shave,,
D_JOL A,85,2,Rights - Equal,42,StudyProc5,100,Rights - ?,equal,,
D_JOL A,85,2,Mason - Jar,43,StudyProc5,0,Mason - ?,jacob,,
D_JOL A,85,2,Candle - Wax,44,StudyProc5,75,Candle - ?,wax,,
D_JOL A,85,2,Wrist - Bracelet,45,StudyProc5,100,Wrist - ?,bracelet,,
D_JOL A,85,2,Element - Carbon,46,StudyProc5,50,Element - ?,carbon,,
D_JOL A,85,2,Gone - Away,47,StudyProc5,50,Gone - ?,away,,
D_JOL A,85,2,Water - Drink,48,StudyProc5,100,Water,drink,,
D_JOL A,85,2,Earth - Ground,49,StudyProc5,75,Earth - ?,ground,,
D_JOL A,85,2,Alone - Lonely,50,StudyProc5,100,Alone - ?,lonely,,
D_JOL A,85,2,Dry - Wet,51,StudyProc5,100,Dry - ?,wet,,
D_JOL A,85,2,Safety - Seatbelt,52,StudyProc5,100,Safety - ?,seatbelt,,
D_JOL A,85,2,Truth - Lie,53,StudyProc5,50,Truth - ?,lie,,
D_JOL A,85,2,Phone - Communication,54,StudyProc5,100,Phone - ?,,,
D_JOL A,85,2,Rod - Reel,55,StudyProc5,0,Rod - ?,reel,,
D_JOL A,85,2,Flea - Tick,56,StudyProc5,100,Flea - ?,tick,,
D_JOL A,85,2,Loud - Noise,57,StudyProc5,100,Loud - ?,noise,,
D_JOL A,85,2,Own - Have,58,StudyProc5,100,Own - ?,have,,
D_JOL A,85,2,Tantrum - Temper,59,StudyProc5,50,Tantrum - ?,temper,,
D_JOL A,85,2,Sun - Tan,60,StudyProc5,75,Sun - ?,,,
D_JOL A,85,2,Justice - Maroon,61,StudyProc5,50,Justice - ?,,,
D_JOL A,85,2,Stretch - Cloth,62,StudyProc5,25,Stretch - ?,clothes,,
D_JOL A,85,2,Give - Steak,63,StudyProc5,25,Give - ?,recieve,,
D_JOL A,85,2,Maze - Election,64,StudyProc5,25,Maze - ?,foundation,,
D_JOL A,85,2,Meat - Obtain,65,StudyProc5,75,Meat - ?,,,
D_JOL A,85,2,Crackle - Able,66,StudyProc5,0,Crackle - ?,barrel,,
D_JOL A,85,2,Shell - Snake,67,StudyProc5,25,Shell - ?,snake,,
D_JOL A,85,2,Listen - Fiction,68,StudyProc5,25,Listen - ?,hear,,
D_JOL A,85,2,Keys - Joke,69,StudyProc5,0,Keys - ?,latch,,
D_JOL A,85,2,Cake - Clothes,70,StudyProc5,0,Cake - ?,,,
D_JOL A,85,2,Name - Hate,71,StudyProc5,0,Name - ?,,,
D_JOL A,85,2,Fuzzy - Bang,72,StudyProc5,0,Fuzzy - ?,dog,,
D_JOL A,85,2,Moat - Clear,73,StudyProc5,0,Moat - ?,mine,,
D_JOL A,85,2,Lease - Toil,74,StudyProc5,0,Lease - ?,,,
D_JOL A,85,2,Loan - Sign,75,StudyProc5,50,Loan - ?,sign,,
D_JOL A,85,2,Both - Ounce,76,StudyProc5,0,Both - ?,,,
D_JOL A,85,2,Temperature - Morning,77,StudyProc5,0,Temperature - ?,,,
D_JOL A,85,2,Mirror - Children,78,StudyProc5,0,Mirror - ?,children,,
D_JOL A,85,2,Main - Scar,79,StudyProc5,0,Main - ?,chick,,
D_JOL A,85,2,Charm - Vehicle,80,StudyProc5,,Vehicle - ?,winshielwiper,,
D_JOL A,85,1,Delinquent - Bad,1,StudyProc3,100,Delinquent - ?,bad,,
D_JOL A,85,1,Digestion - Stomach,2,StudyProc3,100,Digestion - ?,stomach,,
D_JOL A,85,1,Wage - Money,3,StudyProc3,75,Wage - ?,money,,
D_JOL A,85,1,Chisel - Hammer,4,StudyProc3,50,Chisel - ?,hammer,,
D_JOL A,85,1,Editor - News,5,StudyProc3,75,Editor - ?,newspaper,,
D_JOL A,85,1,Hornet - Sting,6,StudyProc3,100,Hornet - ?,sting,,
D_JOL A,85,1,Bitter - Cold,7,StudyProc3,25,Bitter - ?,,,
D_JOL A,85,1,Root - Plant,8,StudyProc3,100,Root - ?,plant,,
D_JOL A,85,1,Swan - Bird,9,StudyProc3,75,Swan - ?,bird,,
D_JOL A,85,1,Paw - Dog,10,StudyProc3,100,Paw - ?,dog,,
D_JOL A,85,1,Way - Out,11,StudyProc3,100,Way - ?,out,,
D_JOL A,85,1,Hygiene - Clean,12,StudyProc3,100,Hygiene - ?,clean,,
D_JOL A,85,1,Bridge - Water,13,StudyProc3,50,Bridge - ?,water,,
D_JOL A,85,1,Geology - Rock,14,StudyProc3,0,Geology - ?,rock,,
D_JOL A,85,1,Revolution - War,15,StudyProc3,50,Revolution - ?,war,,
D_JOL A,85,1,Discussion - Talk,16,StudyProc3,100,Discussion - ?,talk,,
D_JOL A,85,1,Herd - Cow,17,StudyProc3,75,Herd - ?,cow,,
D_JOL A,85,1,Credit - Card,18,StudyProc3,100,Credit - ?,card,,
D_JOL A,85,1,Orchid - Flower,19,StudyProc3,50,Orchid - ?,flower,,
D_JOL A,85,1,Tuna -  Fish,20,StudyProc3,100,Tuna - ?,fish,,
D_JOL A,85,1,Full - Enough,21,StudyProc3,75,Full - ?,,,
D_JOL A,85,1,Drink - Sip,22,StudyProc3,100,Drink - ?,soda,,
D_JOL A,85,1,Dark - Cave,23,StudyProc3,75,Dark - ?,cave,,
D_JOL A,85,1,Take - Seize,24,StudyProc3,75,Take - ?,grab,,
D_JOL A,85,1,Height - Growth,25,StudyProc3,100,Height - ?,growth,,
D_JOL A,85,1,Sentence - Word,26,StudyProc3,100,Sentence - ?,period,,
D_JOL A,85,1,Bug - Wasp,27,StudyProc3,100,Bug - ?,wasp,,
D_JOL A,85,1,Math - Division,28,StudyProc3,100,Math - ?,division,,
D_JOL A,85,1,Law - Attorney,29,StudyProc3,100,Law - ?,order,,
D_JOL A,85,1,Great - Fantastic,30,StudyProc3,100,Great - ?,fantastic,,
D_JOL A,85,1,Key - Latch,31,StudyProc3,50,Key - ?,latch,,
D_JOL A,85,1,Hot - Chili,32,StudyProc3,100,Hot - ?,chili,,
D_JOL A,85,1,Ball - Racket,33,StudyProc3,100,Ball - ?,park,,
D_JOL A,85,1,Work - Chore,34,StudyProc3,100,Work - ?,chores,,
D_JOL A,85,1,Hunger - Famine,35,StudyProc3,50,Hunger - ?,stomach,,
D_JOL A,85,1,Sleep - Drowsy,36,StudyProc3,100,Sleep - ?,drousy,,
D_JOL A,85,1,Smell - Stench,37,StudyProc3,100,Smell - ?,stench,,
D_JOL A,85,1,Clothes - Attire,38,StudyProc3,100,Clothes - ?,attire,,
D_JOL A,85,1,Plane - Pilot,39,StudyProc3,100,Plane - ?,pilot,,
D_JOL A,85,1,Fire - Blaze,40,StudyProc3,100,Fire - ?,blaze,,
D_JOL A,85,1,Due - Assignment,41,StudyProc3,100,Due - ?,assignment,,
D_JOL A,85,1,Number - Amount,42,StudyProc3,100,Number - ?,amount,,
D_JOL A,85,1,Location - Site,43,StudyProc3,50,Location - ?,,,
