ExperimentName,Subject,Block,Prompt,ListNum,Procedure[Trial],JOL,Cue-Target,Response,Correct?,Direction,,,JOL_Bin,SDEV,n,lower,Average,upper
D_JOL C,83,1,Belt - Soon,65,StudyProc3,4,Belt - ?,Shoe,0,U,,,,,,,,
D_JOL A,89,1,Valley - Add,77,StudyProc3,4,Valley - ?,hill,0,U,,,,,,,,
D_JOL B,106,1,Both - Ounce,76,StudyProc5,4,Both - ?,same,0,U,,,,,,,,
D_JOL B,106,1,Main - Scar,79,StudyProc5,4,Main - ?,object,0,U,,,,,,,,
D_JOL B,106,2,Dietary - Sacking,62,StudyProc3,4,Dietary - ?,eat,0,U,,,,,,,,
D_JOL B,106,2,Happy - Car,72,StudyProc3,4,Happy - ?,nice,0,U,,,,,,,,
D_JOL B,106,2,Art - Lion,74,StudyProc3,4,Art - ?,architecture,0,U,,,,,,,,
D_JOL B,106,2,Sugar - Riddle,76,StudyProc3,4,Sugar - ?,,0,U,,,,,,,,
D_JOL D,92,2,Tuck - Allow,73,StudyProc3,4,Tuck - ?,appropriate,0,U,,,,,,,,
D_JOL A,93,2,Stretch - Cloth,62,StudyProc5,4,Stretch - ?,tall,0,U,,,,,,,,
D_JOL A,93,1,Sugar - Riddle,76,StudyProc3,4,Sugar - ?,full,0,U,,,,,,,,
D_JOL A,97,2,Meat - Obtain,65,StudyProc5,4,Meat - ?,,0,U,,,,,,,,
D_JOL A,97,1,Artery - Bronze,69,StudyProc3,4,Artery - ?,Bronze,1,U,,,,,,,,
D_JOL A,101,2,Main - Scar,79,StudyProc5,4,Main - ?,matter,0,U,,,,,,,,
D_JOL A,101,1,Allow - Tuck,73,StudyProc3,4,Allow - ?,forbit,0,U,,,,,,,,
D_JOL A,73,2,Cake - Clothes,70,StudyProc5,5,Keys - ?,,0,U,,,,,,,,
D_JOL A,73,1,Discover - Floor,66,StudyProc3,5,Discover - ?,,0,U,,,,,,,,
D_JOL A,73,1,Debate - Sight,68,StudyProc3,5,Debate - ?,,0,U,,,,,,,,
D_JOL A,73,1,Sugar - Riddle,76,StudyProc3,5,Sugar - ?,,0,U,,,,,,,,
D_JOL A,77,1,Cash - Would,78,StudyProc3,5,Cash - ?,allowance,0,U,,,,,,,,
D_JOL C,83,1,Floor - Discover,66,StudyProc3,5,Floor - ?,House,0,U,,,,,,,,
D_JOL C,83,1,Vase - King,80,StudyProc3,5,Vase - ?,,0,U,,,,,,,,
D_JOL D,84,1,Ounce - Both,77,StudyProc5,5,Ounce - ?,Pound,0,U,,,,,,,,
D_JOL C,87,2,Shake - Shell,66,StudyProc5,5,Shake - ?,stir,0,U,,,,,,,,
D_JOL A,89,1,Sugar - Riddle,76,StudyProc3,5,Sugar - ?,Sweet,0,U,,,,,,,,
D_JOL B,106,1,Give - Steak,63,StudyProc5,5,Give - ?,accept,0,U,,,,,,,,
D_JOL B,106,1,Moat - Clear,73,StudyProc5,5,Moat - ?,lear,1,U,,,,,,,,
D_JOL B,106,2,Pusher - Clutter,61,StudyProc3,5,Pusher - ?,horder,0,U,,,,,,,,
D_JOL B,106,2,Lift - Woman,64,StudyProc3,5,Lift - ?,woman,1,U,,,,,,,,
D_JOL B,106,2,Soon - Belt,65,StudyProc3,5,Soon - ?,take,0,U,,,,,,,,
D_JOL B,106,2,Death - Business,67,StudyProc3,5,Death - ?,liver,0,U,,,,,,,,
D_JOL B,106,2,Artery - Bronze,69,StudyProc3,5,Artery - ?,build,0,U,,,,,,,,
D_JOL B,106,2,Allow - Tuck,73,StudyProc3,5,Allow - ?,permisson,0,U,,,,,,,,
D_JOL B,106,2,Strong - Accident,75,StudyProc3,5,Strong - ?,hold,0,U,,,,,,,,
D_JOL B,106,2,Valley - Add,77,StudyProc3,5,Valley - ?,depth,0,U,,,,,,,,
D_JOL B,106,2,King - Vase,80,StudyProc3,5,King - ?,key,0,U,,,,,,,,
D_JOL A,97,2,Maze - Election,64,StudyProc5,5,Maze - ?,Election,1,U,,,,,,,,
D_JOL A,97,1,Debate - Sight,68,StudyProc3,5,Debate - ?,,0,U,,,,,,,,
D_JOL A,97,1,Cash - Would,78,StudyProc3,5,Cash - ?,,0,U,,,,,,,,
D_JOL A,97,1,King - Vase,80,StudyProc3,5,King - ?,Vase,1,U,,,,,,,,
D_JOL B,98,1,Maze - Election,64,StudyProc5,5,Maze - ?,lost,0,U,,,,,,,,
D_JOL B,98,1,Crackle - Able,66,StudyProc5,5,Crackle - ?,pop,0,U,,,,,,,,
D_JOL B,98,1,Moat - Clear,73,StudyProc5,5,Moat - ?,Clear,1,U,,,,,,,,
D_JOL B,98,1,Temperature - Morning,77,StudyProc5,5,Temperature - ?,heat,0,U,,,,,,,,
D_JOL B,98,2,Lift - Woman,64,StudyProc3,5,Lift - ?,woman,1,U,,,,,,,,
D_JOL B,98,2,Soon - Belt,65,StudyProc3,5,Soon - ?,away,0,U,,,,,,,,
D_JOL B,98,2,Artery - Bronze,69,StudyProc3,5,Artery - ?,claim,0,U,,,,,,,,
D_JOL B,98,2,Machine - Position,71,StudyProc3,5,Machine - ?,artery,0,U,,,,,,,,
D_JOL B,98,2,Strong - Accident,75,StudyProc3,5,Strong - ?,woman,0,U,,,,,,,,
D_JOL B,98,2,Valley - Add,77,StudyProc3,5,Valley - ?,green,0,U,,,,,,,,
D_JOL B,98,2,Cash - Would,78,StudyProc3,5,Cash - ?,wage,0,U,,,,,,,,
D_JOL B,98,2,Hide - Sick,79,StudyProc3,5,Hide - ?,gone,0,U,,,,,,,,
D_JOL B,98,2,King - Vase,80,StudyProc3,5,King - ?,waste,0,U,,,,,,,,
D_JOL A,101,2,Meat - Obtain,65,StudyProc5,5,Meat - ?,matter,0,U,,,,,,,,
D_JOL A,101,2,Mirror - Children,78,StudyProc5,5,Mirror - ?,child,1,U,,,,,,,,
D_JOL A,101,1,Park - Hungry,63,StudyProc3,5,Park - ?,play,0,U,,,,,,,,
D_JOL A,101,1,Sugar - Riddle,76,StudyProc3,5,Sugar - ?,rittle,1,U,,,,,,,,
D_JOL B,102,1,Temperature - Morning,77,StudyProc5,5,Temperature - ?,Morning,1,U,,,,,,,,
D_JOL C,103,1,Clutter - Pusher,61,StudyProc3,5,Clutter - ?,,0,U,,,,,,,,
D_JOL A,73,2,Name - Hate,71,StudyProc5,6,Cake - ?,,0,U,,,,,,,,
D_JOL D,84,2,Riddle - Sugar,76,StudyProc3,6,Riddle - ?,joke,0,U,,,,,,,,
D_JOL B,86,2,Art - Lion,74,StudyProc3,6,Art - ?,painting,0,U,,,,,,,,
D_JOL C,87,2,Bang - Fuzzy,70,StudyProc5,6,Bang - ?,music,0,U,,,,,,,,
D_JOL A,97,2,Justice - Maroon,61,StudyProc5,6,Justice - ?,Maroon,1,U,,,,,,,,
D_JOL A,97,2,Name - Hate,71,StudyProc5,6,Name - ?,Hate,1,U,,,,,,,,
D_JOL A,97,1,Soon - Belt,65,StudyProc3,6,Soon - ?,,0,U,,,,,,,,
D_JOL A,101,2,Fuzzy - Bang,72,StudyProc5,6,Fuzzy - ?,dog,0,U,,,,,,,,
D_JOL A,101,1,Cash - Would,78,StudyProc3,6,Cash - ?,card,0,U,,,,,,,,
D_JOL A,73,1,Pusher - Clutter,61,StudyProc3,7,Pusher - ?,,0,U,,,,,,,,
D_JOL C,83,2,Fiction - Listen,67,StudyProc5,7,Fiction - ?,Truth,0,U,,,,,,,,
D_JOL C,87,2,Able - Crackle,65,StudyProc5,7,Able - ?,caine,0,U,,,,,,,,
D_JOL C,87,2,Joke - Keys,68,StudyProc5,7,Joke - ?,funny,0,U,,,,,,,,
D_JOL C,87,2,Hate - Name,69,StudyProc5,7,Hate - ?,love,0,U,,,,,,,,
D_JOL C,87,2,Toil - Lease,75,StudyProc5,7,Toil - ?,thimble,0,U,,,,,,,,
D_JOL C,87,2,Morning - Temperature,78,StudyProc5,7,Morning - ?,evening,0,U,,,,,,,,
D_JOL C,87,2,Children - Mirror,79,StudyProc5,7,Children - ?,play,0,U,,,,,,,,
D_JOL A,97,1,Happy - Car,72,StudyProc3,7,Happy - ?,Car,1,U,,,,,,,,
D_JOL A,77,1,Allow - Tuck,73,StudyProc3,8,Allow - ?,enter,0,U,,,,,,,,
D_JOL C,87,2,Obtain - Meat,64,StudyProc5,8,Obtain - ?,get,0,U,,,,,,,,
D_JOL C,87,2,Fiction - Listen,67,StudyProc5,8,Fiction - ?,library,0,U,,,,,,,,
D_JOL C,87,2,Clear - Moat,71,StudyProc5,8,Clear - ?,sight,0,U,,,,,,,,
D_JOL A,89,1,Art - Lion,74,StudyProc3,8,Art - ?,draw,0,U,,,,,,,,
D_JOL A,93,2,Listen - Fiction,68,StudyProc5,8,Listen - ?,hear,0,U,,,,,,,,
D_JOL A,97,2,Keys - Joke,69,StudyProc5,8,Keys - ?,Joke,1,U,,,,,,,,
D_JOL A,97,1,Art - Lion,74,StudyProc3,8,Art - ?,Lion,1,U,,,,,,,,
D_JOL A,97,1,Strong - Accident,75,StudyProc3,8,Strong - ?,Accident,1,U,,,,,,,,
D_JOL D,104,2,Riddle - Sugar,76,StudyProc3,8,Riddle - ?,,0,U,,,,,,,,
D_JOL A,73,2,Temperature - Morning,77,StudyProc5,9,Both - ?,outside,0,U,,,,,,,,
D_JOL D,84,1,Sign - Loan,76,StudyProc5,9,Sign - ?,Loan,1,U,,,,,,,,
D_JOL C,87,2,Cloth - Stretch,61,StudyProc5,9,Cloth - ?,scissors,0,U,,,,,,,,
D_JOL C,87,2,Steak - Give,73,StudyProc5,9,Steak - ?,chew,0,U,,,,,,,,
D_JOL C,87,2,Sign - Loan,76,StudyProc5,9,Sign - ?,idk,0,U,,,,,,,,
D_JOL C,87,2,Ounce - Both,77,StudyProc5,9,Ounce - ?,pound,0,U,,,,,,,,
D_JOL C,87,2,Main - Scar,80,StudyProc5,9,Main - ?,end,0,U,,,,,,,,
D_JOL A,97,2,Give - Steak,63,StudyProc5,9,Give - ?,Steak,1,U,,,,,,,,
D_JOL A,101,2,Lease - Toil,74,StudyProc5,9,Lease - ?,clease,0,U,,,,,,,,
D_JOL A,73,1,Death - Business,67,StudyProc3,10,Death - ?,,0,U,,,,,,,,
D_JOL B,74,1,Justice - Maroon,61,StudyProc5,10,Justice - ?,rights,0,U,,,,,,,,
D_JOL B,74,1,Crackle - Able,66,StudyProc5,10,Crackle - ?,pop,0,U,,,,,,,,
D_JOL B,74,1,Lease - Toil,74,StudyProc5,10,Lease - ?,car,0,U,,,,,,,,
D_JOL A,77,1,Strong - Accident,75,StudyProc3,10,Strong - ?,fierce,0,U,,,,,,,,
D_JOL A,77,1,King - Vase,80,StudyProc3,10,King - ?,queen,0,U,,,,,,,,
D_JOL B,78,1,Meat - Obtain,65,StudyProc5,10,Meat - ?,Obtain,1,U,,,,,,,,
D_JOL B,78,1,Keys - Joke,69,StudyProc5,10,Keys - ?,Car,0,U,,,,,,,,
D_JOL A,81,2,Fuzzy - Bang,72,StudyProc5,10,Fuzzy - ?,dog,0,U,,,,,,,,
D_JOL B,82,1,Maze - Election,64,StudyProc5,10,Maze - ?,Run,0,U,,,,,,,,
D_JOL B,82,1,Meat - Obtain,65,StudyProc5,10,Meat - ?,Red,0,U,,,,,,,,
D_JOL B,82,1,Main - Scar,79,StudyProc5,10,Main - ?,Way,0,U,,,,,,,,
D_JOL B,82,2,Park - Hungry,63,StudyProc3,10,Park - ?,GARAGE,0,U,,,,,,,,
D_JOL B,82,2,Allow - Tuck,73,StudyProc3,10,Allow - ?,TAKE,0,U,,,,,,,,
D_JOL C,83,2,Clear - Moat,71,StudyProc5,10,Clothes - ?,Turn,0,U,,,,,,,,
D_JOL C,83,1,Tuck - Allow,73,StudyProc3,10,Tuck - ?,Pack,0,U,,,,,,,,
D_JOL C,83,1,Riddle - Sugar,76,StudyProc3,10,Riddle - ?,User,0,U,,,,,,,,
D_JOL D,84,1,Charm - Vehicle,63,StudyProc5,10,Charm - ?,,0,U,,,,,,,,
D_JOL D,84,1,Shake - Shell,66,StudyProc5,10,Shake - ?,,0,U,,,,,,,,
D_JOL D,84,1,Clear - Moat,71,StudyProc5,10,Clear - ?,,0,U,,,,,,,,
D_JOL D,84,2,Floor - Discover,66,StudyProc3,10,Floor - ?,ground,0,U,,,,,,,,
D_JOL C,87,1,Clutter - Pusher,61,StudyProc3,10,Clutter - ?,mess,0,U,,,,,,,,
D_JOL C,87,1,Sacking - Dietary,62,StudyProc3,10,Sacking - ?,idk,0,U,,,,,,,,
D_JOL C,87,1,Business - Death,67,StudyProc3,10,Business - ?,law,0,U,,,,,,,,
D_JOL C,87,1,Bronze - Artery,69,StudyProc3,10,Bronze - ?,win,0,U,,,,,,,,
D_JOL C,87,1,Tuck - Allow,73,StudyProc3,10,Tuck - ?,roll,0,U,,,,,,,,
D_JOL C,87,1,Lion - Art,74,StudyProc3,10,Lion - ?,king,0,U,,,,,,,,
D_JOL C,87,1,Add - Valley,77,StudyProc3,10,Add - ?,subtract,0,U,,,,,,,,
D_JOL C,87,1,Would - Cash,78,StudyProc3,10,Would - ?,idk,0,U,,,,,,,,
D_JOL C,87,1,Vase - King,80,StudyProc3,10,Vase - ?,flower,0,U,,,,,,,,
D_JOL B,90,1,Give - Steak,63,StudyProc5,10,Give - ?,,0,U,,,,,,,,
D_JOL B,90,1,Loan - Sign,75,StudyProc5,10,Loan - ?,,0,U,,,,,,,,
D_JOL B,90,1,Mirror - Children,78,StudyProc5,10,Mirror - ?,,0,U,,,,,,,,
D_JOL B,90,2,Park - Hungry,63,StudyProc3,10,Park - ?,,0,U,,,,,,,,
D_JOL B,90,2,Discover - Floor,66,StudyProc3,10,Discover - ?,find,0,U,,,,,,,,
D_JOL B,90,2,Fix - Hand,70,StudyProc3,10,Fix - ?,,0,U,,,,,,,,
D_JOL B,90,2,Machine - Position,71,StudyProc3,10,Machine - ?,,0,U,,,,,,,,
D_JOL B,90,2,Art - Lion,74,StudyProc3,10,Art - ?,achitecture,0,U,,,,,,,,
D_JOL B,90,2,Strong - Accident,75,StudyProc3,10,Strong - ?,,0,U,,,,,,,,
D_JOL B,90,2,Sugar - Riddle,76,StudyProc3,10,Sugar - ?,,0,U,,,,,,,,
D_JOL B,106,1,Stretch - Cloth,62,StudyProc5,10,Stretch - ?,thread,0,U,,,,,,,,
D_JOL B,106,1,Crackle - Able,66,StudyProc5,10,Crackle - ?,able,1,U,,,,,,,,
D_JOL B,106,1,Shell - Snake,67,StudyProc5,10,Shell - ?,,0,U,,,,,,,,
D_JOL B,106,1,Name - Hate,71,StudyProc5,10,Name - ?,,0,U,,,,,,,,
D_JOL B,106,1,Lease - Toil,74,StudyProc5,10,Lease - ?,rent,0,U,,,,,,,,
D_JOL B,106,1,Mirror - Children,78,StudyProc5,10,Mirror - ?,child,1,U,,,,,,,,
D_JOL B,106,2,Park - Hungry,63,StudyProc3,10,Park - ?,nice,0,U,,,,,,,,
D_JOL B,106,2,Debate - Sight,68,StudyProc3,10,Debate - ?,law,0,U,,,,,,,,
D_JOL B,106,2,Fix - Hand,70,StudyProc3,10,Fix - ?,builder,0,U,,,,,,,,
D_JOL B,106,2,Machine - Position,71,StudyProc3,10,Machine - ?,paper,0,U,,,,,,,,
D_JOL B,106,2,Cash - Would,78,StudyProc3,10,Cash - ?,money,0,U,,,,,,,,
D_JOL B,106,2,Hide - Sick,79,StudyProc3,10,Hide - ?,scare,0,U,,,,,,,,
D_JOL D,92,1,Bang - Fuzzy,70,StudyProc5,10,Bang - ?,bing,0,U,,,,,,,,
D_JOL D,92,2,Accident - Strong,75,StudyProc3,10,Accident - ?,car,0,U,,,,,,,,
D_JOL A,93,2,Cake - Clothes,70,StudyProc5,10,Cake - ?,clothes,1,U,,,,,,,,
D_JOL B,94,1,Shell - Snake,67,StudyProc5,10,Shell - ?,outer,0,U,,,,,,,,
D_JOL B,94,1,Cake - Clothes,70,StudyProc5,10,Cake - ?,desse,0,U,,,,,,,,
D_JOL B,94,2,Park - Hungry,63,StudyProc3,10,Park - ?,swing,0,U,,,,,,,,
D_JOL B,94,2,Strong - Accident,75,StudyProc3,10,Strong - ?,lift,0,U,,,,,,,,
D_JOL C,95,2,Wet - Dry,72,StudyProc5,10,Wet - ?,Dry,1,U,,,,,,,,
D_JOL D,96,2,Would - Cash,78,StudyProc3,10,Would - ?,could,0,U,,,,,,,,
D_JOL A,97,2,Cake - Clothes,70,StudyProc5,10,Cake - ?,Clothes,1,U,,,,,,,,
D_JOL A,97,2,Loan - Sign,75,StudyProc5,10,Loan - ?,,0,U,,,,,,,,
D_JOL A,97,2,Both - Ounce,76,StudyProc5,10,Both - ?,,0,U,,,,,,,,
D_JOL A,97,1,Lift - Woman,64,StudyProc3,10,Lift - ?,Woman,1,U,,,,,,,,
D_JOL A,97,1,Allow - Tuck,73,StudyProc3,10,Allow - ?,,0,U,,,,,,,,
D_JOL B,98,1,Give - Steak,63,StudyProc5,10,Give - ?,take,0,U,,,,,,,,
D_JOL B,98,1,Cake - Clothes,70,StudyProc5,10,Cake - ?,food,0,U,,,,,,,,
D_JOL B,98,1,Lease - Toil,74,StudyProc5,10,Lease - ?,lend,0,U,,,,,,,,
D_JOL B,98,1,Mirror - Children,78,StudyProc5,10,Mirror - ?,children,1,U,,,,,,,,
D_JOL B,98,2,Death - Business,67,StudyProc3,10,Death - ?,end,0,U,,,,,,,,
D_JOL C,99,2,Cloth - Stretch,61,StudyProc5,10,Cloth - ?,stretch,1,U,,,,,,,,
D_JOL C,99,2,Election - Maze,62,StudyProc5,10,Election - ?,vote,0,U,,,,,,,,
D_JOL C,99,2,Charm - Vehicle,63,StudyProc5,10,Charm - ?,deceit,0,U,,,,,,,,
D_JOL C,99,2,Obtain - Meat,64,StudyProc5,10,Obtain - ?,own,0,U,,,,,,,,
D_JOL C,99,2,Able - Crackle,65,StudyProc5,10,Able - ?,do,0,U,,,,,,,,
D_JOL C,99,2,Shake - Shell,66,StudyProc5,10,Shake - ?,make,0,U,,,,,,,,
D_JOL C,99,2,Fiction - Listen,67,StudyProc5,10,Fiction - ?,story,0,U,,,,,,,,
D_JOL C,99,2,Joke - Keys,68,StudyProc5,10,Joke - ?,laugh,0,U,,,,,,,,
D_JOL C,99,2,Bang - Fuzzy,70,StudyProc5,10,Bang - ?,hit,0,U,,,,,,,,
D_JOL C,99,2,Clear - Moat,71,StudyProc5,10,Clear - ?,water,0,U,,,,,,,,
D_JOL C,99,2,Steak - Give,73,StudyProc5,10,Steak - ?,shake,0,U,,,,,,,,
D_JOL C,99,2,Toil - Lease,75,StudyProc5,10,Toil - ?,foil,0,U,,,,,,,,
D_JOL C,99,2,Ounce - Both,77,StudyProc5,10,Ounce - ?,inch,0,U,,,,,,,,
D_JOL C,99,2,Morning - Temperature,78,StudyProc5,10,Morning - ?,sun,0,U,,,,,,,,
D_JOL C,99,2,Children - Mirror,79,StudyProc5,10,Children - ?,play,0,U,,,,,,,,
D_JOL C,99,2,Main - Scar,80,StudyProc5,10,Main - ?,side,0,U,,,,,,,,
D_JOL C,99,1,Clutter - Pusher,61,StudyProc3,10,Clutter - ?,busy,0,U,,,,,,,,
D_JOL C,99,1,Sacking - Dietary,62,StudyProc3,10,Sacking - ?,jump,0,U,,,,,,,,
D_JOL C,99,1,Hungry - Park,63,StudyProc3,10,Hungry - ?,starve,0,U,,,,,,,,
D_JOL C,99,1,Belt - Soon,65,StudyProc3,10,Belt - ?,pants,0,U,,,,,,,,
D_JOL C,99,1,Floor - Discover,66,StudyProc3,10,Floor - ?,ground,0,U,,,,,,,,
D_JOL C,99,1,Business - Death,67,StudyProc3,10,Business - ?,casual,0,U,,,,,,,,
D_JOL C,99,1,Sight - Debate,68,StudyProc3,10,Sight - ?,eye,0,U,,,,,,,,
D_JOL C,99,1,Bronze - Artery,69,StudyProc3,10,Bronze - ?,medal,0,U,,,,,,,,
D_JOL C,99,1,Position - Machine,71,StudyProc3,10,Position - ?,spot,0,U,,,,,,,,
D_JOL C,99,1,Car - Happy,72,StudyProc3,10,Car - ?,seat,0,U,,,,,,,,
D_JOL C,99,1,Tuck - Allow,73,StudyProc3,10,Tuck - ?,allow,1,U,,,,,,,,
D_JOL C,99,1,Lion - Art,74,StudyProc3,10,Lion - ?,fierce,0,U,,,,,,,,
D_JOL C,99,1,Accident - Strong,75,StudyProc3,10,Accident - ?,purpose,0,U,,,,,,,,
D_JOL C,99,1,Riddle - Sugar,76,StudyProc3,10,Riddle - ?,rhyme,0,U,,,,,,,,
D_JOL C,99,1,Add - Valley,77,StudyProc3,10,Add - ?,subtract,0,U,,,,,,,,
D_JOL C,99,1,Would - Cash,78,StudyProc3,10,Would - ?,could,0,U,,,,,,,,
D_JOL C,99,1,Sick - Hide,79,StudyProc3,10,Sick - ?,healthy,0,U,,,,,,,,
D_JOL C,99,1,Vase - King,80,StudyProc3,10,Vase - ?,table,0,U,,,,,,,,
D_JOL D,100,1,Charm - Vehicle,63,StudyProc5,10,Charm - ?,,0,U,,,,,,,,
D_JOL D,100,1,Hate - Name,69,StudyProc5,10,Hate - ?,,0,U,,,,,,,,
D_JOL D,100,1,Toil - Lease,75,StudyProc5,10,Toil - ?,,0,U,,,,,,,,
D_JOL D,100,1,Ounce - Both,77,StudyProc5,10,Ounce - ?,,0,U,,,,,,,,
D_JOL D,100,1,Children - Mirror,79,StudyProc5,10,Children - ?,,0,U,,,,,,,,
D_JOL D,100,1,Main - Scar,80,StudyProc5,10,Main - ?,scar,1,U,,,,,,,,
D_JOL D,100,2,Hand - Fix,70,StudyProc3,10,Hand - ?,,0,U,,,,,,,,
D_JOL D,100,2,Position - Machine,71,StudyProc3,10,Position - ?,,0,U,,,,,,,,
D_JOL D,100,2,Accident - Strong,75,StudyProc3,10,Accident - ?,strong,1,U,,,,,,,,
D_JOL A,101,1,Pusher - Clutter,61,StudyProc3,10,Pusher - ?,cluster,0,U,,,,,,,,
D_JOL A,101,1,Dietary - Sacking,62,StudyProc3,10,Dietary - ?,dietary,1,U,,,,,,,,
D_JOL A,101,1,Lift - Woman,64,StudyProc3,10,Lift - ?,woman,1,U,,,,,,,,
D_JOL A,101,1,Soon - Belt,65,StudyProc3,10,Soon - ?,later,0,U,,,,,,,,
D_JOL A,101,1,Discover - Floor,66,StudyProc3,10,Discover - ?,location,0,U,,,,,,,,
D_JOL A,101,1,Artery - Bronze,69,StudyProc3,10,Artery - ?,artery,0,U,,,,,,,,
D_JOL A,101,1,Happy - Car,72,StudyProc3,10,Happy - ?,car,1,U,,,,,,,,
D_JOL A,101,1,Art - Lion,74,StudyProc3,10,Art - ?,gallery,0,U,,,,,,,,
D_JOL A,101,1,Strong - Accident,75,StudyProc3,10,Strong - ?,weak,0,U,,,,,,,,
D_JOL A,101,1,Valley - Add,77,StudyProc3,10,Valley - ?,valley,0,U,,,,,,,,
D_JOL B,102,2,Discover - Floor,66,StudyProc3,10,Discover - ?,Find,0,U,,,,,,,,
D_JOL C,103,2,Shake - Shell,66,StudyProc5,10,Shake - ?,,0,U,,,,,,,,
D_JOL C,103,1,Tuck - Allow,73,StudyProc3,10,Tuck - ?,water,0,U,,,,,,,,
D_JOL D,104,1,Cloth - Stretch,61,StudyProc5,10,Cloth - ?,,0,U,,,,,,,,
D_JOL D,104,1,Election - Maze,62,StudyProc5,10,Election - ?,,0,U,,,,,,,,
D_JOL D,104,1,Charm - Vehicle,63,StudyProc5,10,Charm - ?,,0,U,,,,,,,,
D_JOL D,104,1,Obtain - Meat,64,StudyProc5,10,Obtain - ?,,0,U,,,,,,,,
D_JOL D,104,1,Able - Crackle,65,StudyProc5,10,Able - ?,,0,U,,,,,,,,
D_JOL D,104,1,Fiction - Listen,67,StudyProc5,10,Fiction - ?,Listen,1,U,,,,,,,,
D_JOL D,104,1,Joke - Keys,68,StudyProc5,10,Joke - ?,,0,U,,,,,,,,
D_JOL D,104,1,Hate - Name,69,StudyProc5,10,Hate - ?,,0,U,,,,,,,,
D_JOL D,104,1,Clear - Moat,71,StudyProc5,10,Clear - ?,,0,U,,,,,,,,
D_JOL D,104,1,Toil - Lease,75,StudyProc5,10,Toil - ?,,0,U,,,,,,,,
D_JOL D,104,1,Ounce - Both,77,StudyProc5,10,Ounce - ?,,0,U,,,,,,,,
D_JOL D,104,1,Morning - Temperature,78,StudyProc5,10,Morning - ?,,0,U,,,,,,,,
D_JOL D,104,2,Clutter - Pusher,61,StudyProc3,10,Clutter - ?,,0,U,,,,,,,,
D_JOL D,104,2,Sacking - Dietary,62,StudyProc3,10,Sacking - ?,,0,U,,,,,,,,
D_JOL D,104,2,Sight - Debate,68,StudyProc3,10,Sight - ?,,0,U,,,,,,,,
D_JOL D,104,2,Bronze - Artery,69,StudyProc3,10,Bronze - ?,,0,U,,,,,,,,
D_JOL D,104,2,Hand - Fix,70,StudyProc3,10,Hand - ?,,0,U,,,,,,,,
D_JOL D,104,2,Position - Machine,71,StudyProc3,10,Position - ?,,0,U,,,,,,,,
D_JOL D,104,2,Tuck - Allow,73,StudyProc3,10,Tuck - ?,,0,U,,,,,,,,
D_JOL D,104,2,Lion - Art,74,StudyProc3,10,Lion - ?,art,1,U,,,,,,,,
D_JOL D,104,2,Accident - Strong,75,StudyProc3,10,Accident - ?,,0,U,,,,,,,,
D_JOL D,104,2,Would - Cash,78,StudyProc3,10,Would - ?,,0,U,,,,,,,,
D_JOL D,104,2,Sick - Hide,79,StudyProc3,10,Sick - ?,,0,U,,,,,,,,
D_JOL D,104,2,Vase - King,80,StudyProc3,10,Vase - ?,,0,U,,,,,,,,
D_JOL B,78,2,Soon - Belt,65,StudyProc3,11,Soon - ?,later,0,U,,,,,,,,
D_JOL B,78,2,Allow - Tuck,73,StudyProc3,11,Allow - ?,accept,0,U,,,,,,,,
D_JOL B,78,2,Valley - Add,77,StudyProc3,11,Valley - ?,mad,0,U,,,,,,,,
D_JOL B,78,2,Cash - Would,78,StudyProc3,11,Cash - ?,app,0,U,,,,,,,,
D_JOL D,92,2,Sacking - Dietary,62,StudyProc3,11,Sacking - ?,shacking,0,U,,,,,,,,
D_JOL A,73,2,Crackle - Able,66,StudyProc5,12,Meat - ?,pop,0,U,,,,,,,,
D_JOL A,73,2,Fuzzy - Bang,72,StudyProc5,12,Name - ?,dog,0,U,,,,,,,,
D_JOL A,77,2,Give - Steak,63,StudyProc5,12,Give - ?,take,0,U,,,,,,,,
D_JOL A,77,2,Keys - Joke,69,StudyProc5,12,Keys - ?,lock,0,U,,,,,,,,
D_JOL B,78,1,Crackle - Able,66,StudyProc5,12,Crackle - ?,Pop,0,U,,,,,,,,
D_JOL B,78,2,Park - Hungry,63,StudyProc3,12,Park - ?,eat,0,U,,,,,,,,
D_JOL B,78,2,Debate - Sight,68,StudyProc3,12,Debate - ?,talk,0,U,,,,,,,,
D_JOL B,78,2,Machine - Position,71,StudyProc3,12,Machine - ?,position,1,U,,,,,,,,
D_JOL B,78,2,Hide - Sick,79,StudyProc3,12,Hide - ?,sight,0,U,,,,,,,,
D_JOL C,83,2,Election - Maze,62,StudyProc5,12,Election - ?,hide,0,U,,,,,,,,
D_JOL C,83,1,Sick - Hide,79,StudyProc3,12,Sick - ?,Weak,0,U,,,,,,,,
D_JOL C,87,1,Hungry - Park,63,StudyProc3,12,Hungry - ?,eat,0,U,,,,,,,,
D_JOL C,87,1,Hand - Fix,70,StudyProc3,12,Hand - ?,wash,0,U,,,,,,,,
D_JOL C,87,1,Accident - Strong,75,StudyProc3,12,Accident - ?,injury,0,U,,,,,,,,
D_JOL C,87,1,Sick - Hide,79,StudyProc3,12,Sick - ?,cold,0,U,,,,,,,,
D_JOL A,89,2,Loan - Sign,75,StudyProc5,12,Loan - ?,money,0,U,,,,,,,,
