ExperimentName,Subject,Group,Block,Trial,STIM,TASK,Switch,Congruent,CVOE,Response,Key,PCVstim.RT
CVOE_B,10,1,1,98,P 87,,,TRUE,OE,q,q,1230
CVOE_B,10,1,1,99,O 80,,,TRUE,OE,p,p,1380
CVOE_B,10,1,1,100,U 60,,,TRUE,OE,p,p,559
CVOE_B,10,1,1,101,P 48,,,FALSE,OE,p,p,4136
CVOE_B,10,1,1,102,H 64,,,FALSE,OE,p,p,684
CVOE_B,10,1,1,103,A 13,,,FALSE,OE,q,q,3189
CVOE_B,10,1,1,104,H 68,,,FALSE,OE,p,p,1908
CVOE_B,10,1,1,105,E 16,,,TRUE,OE,p,p,4114
CVOE_B,10,1,1,106,S 71,,,TRUE,OE,q,q,4204
CVOE_B,10,1,2,11,A 71,,,FALSE,CV,p,p,1228
CVOE_B,10,1,2,12,I 66,,,TRUE,CV,p,p,930
CVOE_B,10,1,2,13,S 30,,,FALSE,CV,q,q,950
CVOE_B,10,1,2,14,D 20,,,FALSE,CV,q,q,643
CVOE_B,10,1,2,15,I 31,,,FALSE,CV,p,p,732
CVOE_B,10,1,2,16,P 16,,,FALSE,CV,q,q,1455
CVOE_B,10,1,2,17,A 49,,,FALSE,CV,p,p,658
CVOE_B,10,1,2,18,O 64,,,TRUE,CV,p,p,758
CVOE_B,10,1,2,19,D 02,,,FALSE,CV,q,q,694
CVOE_B,10,1,2,20,P 81,,,TRUE,CV,p,q,577
CVOE_B,10,1,2,21,J 58,,,FALSE,CV,q,q,1428
CVOE_B,10,1,2,22,A 22,,,TRUE,CV,p,p,610
CVOE_B,10,1,2,23,J 72,,,FALSE,CV,q,q,533
CVOE_B,10,1,2,24,P 91,,,TRUE,CV,q,q,696
CVOE_B,10,1,2,25,E 19,,,FALSE,CV,p,p,780
CVOE_B,10,1,2,26,I 30,,,TRUE,CV,p,p,1223
CVOE_B,10,1,2,27,D 91,,,TRUE,CV,q,q,557
CVOE_B,10,1,2,28,O 48,,,TRUE,CV,p,p,1861
CVOE_B,10,1,2,29,A 89,,,FALSE,CV,p,p,651
CVOE_B,10,1,2,30,U 11,,,FALSE,CV,p,p,822
CVOE_B,10,1,2,31,I 76,,,TRUE,CV,p,p,652
CVOE_B,10,1,2,32,U 89,,,FALSE,CV,p,p,815
CVOE_B,10,1,2,33,D 63,,,TRUE,CV,q,q,603
CVOE_B,10,1,2,34,H 70,,,FALSE,CV,q,q,731
CVOE_B,10,1,2,35,D 48,,,FALSE,CV,q,q,630
CVOE_B,10,1,2,36,P 56,,,FALSE,CV,q,q,404
CVOE_B,10,1,2,37,O 77,,,FALSE,CV,p,p,948
CVOE_B,10,1,2,38,P 42,,,FALSE,CV,q,q,674
CVOE_B,10,1,2,39,H 22,,,FALSE,CV,q,q,1475
CVOE_B,10,1,2,40,E 42,,,TRUE,CV,p,p,555
CVOE_B,10,1,2,41,J 28,,,FALSE,CV,q,q,460
CVOE_B,10,1,2,42,E 95,,,FALSE,CV,p,p,679
CVOE_B,10,1,2,43,S 63,,,TRUE,CV,q,q,335
CVOE_B,10,1,2,44,H 50,,,FALSE,CV,q,q,554
CVOE_B,10,1,2,45,S 33,,,TRUE,CV,q,q,579
CVOE_B,10,1,2,46,P 57,,,TRUE,CV,q,q,574
CVOE_B,10,1,2,47,E 23,,,FALSE,CV,p,p,601
CVOE_B,10,1,2,48,S 61,,,TRUE,CV,q,q,697
CVOE_B,10,1,2,49,U 67,,,FALSE,CV,p,p,700
CVOE_B,10,1,2,50,H 32,,,FALSE,CV,q,q,600
CVOE_B,10,1,2,51,U 50,,,TRUE,CV,p,p,336
CVOE_B,10,1,2,52,O 49,,,FALSE,CV,p,p,1555
CVOE_B,10,1,2,53,U 32,,,TRUE,CV,p,p,580
CVOE_B,10,1,2,54,J 78,,,FALSE,CV,q,q,623
CVOE_B,10,1,2,55,S 54,,,FALSE,CV,q,q,613
CVOE_B,10,1,2,56,J 27,,,TRUE,CV,q,q,608
CVOE_B,10,1,2,57,S 06,,,FALSE,CV,q,q,1251
CVOE_B,10,1,2,58,D 67,,,TRUE,CV,q,q,1094
CVOE_B,10,1,2,59,A 79,,,FALSE,CV,p,p,513
CVOE_B,10,1,2,60,S 52,,,FALSE,CV,q,q,535
CVOE_B,10,1,2,61,U 16,,,TRUE,CV,p,p,1610
CVOE_B,10,1,2,62,O 82,,,TRUE,CV,p,p,1174
CVOE_B,10,1,2,63,H 87,,,TRUE,CV,q,q,801
CVOE_B,10,1,2,64,I 32,,,TRUE,CV,p,p,489
CVOE_B,10,1,2,65,U 37,,,FALSE,CV,p,p,541
CVOE_B,10,1,2,66,I 42,,,TRUE,CV,p,p,522
CVOE_B,10,1,2,67,D 65,,,TRUE,CV,q,q,939
CVOE_B,10,1,2,68,U 77,,,FALSE,CV,p,p,2078
CVOE_B,10,1,2,69,E 12,,,TRUE,CV,p,p,439
CVOE_B,10,1,2,70,I 60,,,TRUE,CV,p,p,375
CVOE_B,10,1,2,71,J 36,,,FALSE,CV,q,q,586
CVOE_B,10,1,2,72,H 75,,,TRUE,CV,q,q,640
CVOE_B,10,1,2,73,I 50,,,TRUE,CV,p,p,664
CVOE_B,10,1,2,74,E 99,,,FALSE,CV,p,p,2926
CVOE_B,10,1,2,75,A 86,,,TRUE,CV,p,p,720
CVOE_B,10,1,2,76,U 48,,,TRUE,CV,p,p,752
CVOE_B,10,1,2,77,E 01,,,FALSE,CV,p,p,574
CVOE_B,10,1,2,78,A 78,,,TRUE,CV,p,p,409
CVOE_B,10,1,2,79,P 60,,,FALSE,CV,q,q,588
CVOE_B,10,1,2,80,E 43,,,FALSE,CV,p,p,538
CVOE_B,10,1,2,81,D 69,,,TRUE,CV,q,q,1317
CVOE_B,10,1,2,82,H 11,,,TRUE,CV,q,q,637
CVOE_B,10,1,2,83,P 43,,,TRUE,CV,q,q,534
CVOE_B,10,1,2,84,O 67,,,FALSE,CV,p,p,433
CVOE_B,10,1,2,85,S 91,,,FALSE,CV,q,q,599
CVOE_B,10,1,2,86,J 68,,,TRUE,CV,q,q,647
CVOE_B,10,1,2,87,S 47,,,FALSE,CV,q,q,903
CVOE_B,10,1,2,88,I 81,,,TRUE,CV,p,p,629
CVOE_B,10,1,2,89,J 39,,,FALSE,CV,q,q,2691
CVOE_B,10,1,2,90,A 11,,,TRUE,CV,p,p,359
CVOE_B,10,1,2,91,O 76,,,FALSE,CV,p,p,343
CVOE_B,10,1,2,92,A 62,,,FALSE,CV,p,p,629
CVOE_B,10,1,2,93,O 27,,,TRUE,CV,p,p,1347
CVOE_B,10,1,2,94,E 66,,,FALSE,CV,p,p,1249
CVOE_B,10,1,2,95,J 62,,,TRUE,CV,q,q,476
CVOE_B,10,1,2,96,H 72,,,TRUE,CV,q,q,549
CVOE_B,10,1,2,97,E 49,,,TRUE,CV,p,p,762
CVOE_B,10,1,2,98,D 52,,,TRUE,CV,q,q,747
CVOE_B,10,1,2,99,H 62,,,TRUE,CV,q,q,673
CVOE_B,10,1,2,100,I 11,,,TRUE,CV,p,p,1182
CVOE_B,10,1,2,101,A 98,,,FALSE,CV,p,p,580
CVOE_B,10,1,2,102,H 29,,,FALSE,CV,q,q,631
CVOE_B,10,1,2,103,E 83,,,TRUE,CV,p,p,437
CVOE_B,10,1,2,104,D 43,,,FALSE,CV,q,q,694
CVOE_B,10,1,2,105,P 45,,,TRUE,CV,q,q,2057
CVOE_B,10,1,2,106,J 17,,,TRUE,CV,q,q,524
CVOE_B,10,1,3,11,U 38,Number,N,TRUE,OE,p,p,4924
CVOE_B,10,1,3,12,P 73,Number,N,TRUE,OE,q,q,1638
CVOE_B,10,1,3,13,U 95,Letter,Y,FALSE,CV,p,p,3606
CVOE_B,10,1,3,14,J 61,Number,Y,TRUE,OE,q,p,2091
CVOE_B,10,1,3,15,D 51,Number,N,TRUE,OE,q,p,1198
CVOE_B,10,1,3,16,S 28,Number,N,FALSE,OE,p,q,3023
CVOE_B,10,1,3,17,A 56,Letter,Y,TRUE,CV,p,q,1142
CVOE_B,10,1,3,18,H 78,Letter,N,FALSE,CV,q,q,4284
CVOE_B,10,1,3,19,P 92,Letter,N,FALSE,CV,q,q,1181
CVOE_B,10,1,3,20,E 05,Number,Y,FALSE,OE,q,p,4787
CVOE_B,10,1,3,21,P 57,Letter,Y,TRUE,CV,q,p,3403
CVOE_B,10,1,3,22,D 88,Number,Y,FALSE,OE,p,p,3748
CVOE_B,10,1,3,23,O 89,Letter,Y,FALSE,CV,p,p,2171
CVOE_B,10,1,3,24,U 43,Number,Y,FALSE,OE,q,q,6303
CVOE_B,10,1,3,25,H 10,Number,N,FALSE,OE,p,q,4648
CVOE_B,10,1,3,26,S 07,Letter,Y,TRUE,CV,q,q,5339
CVOE_B,10,1,3,27,J 10,Letter,N,FALSE,CV,q,p,5636
CVOE_B,10,1,3,28,H 54,Number,Y,FALSE,OE,p,q,2574
CVOE_B,10,1,3,29,E 99,Number,N,FALSE,OE,q,q,2729
CVOE_B,10,1,3,30,J 36,Letter,Y,FALSE,CV,q,p,2766
CVOE_B,10,1,3,31,I 94,Letter,N,TRUE,CV,p,p,2630
CVOE_B,10,1,3,32,A 82,Letter,N,TRUE,CV,p,q,2350
CVOE_B,10,1,3,33,H 79,Number,Y,TRUE,OE,q,q,7404
CVOE_B,10,1,3,34,J 60,Number,N,FALSE,OE,p,p,3559
CVOE_B,10,1,3,35,S 28,Letter,Y,FALSE,CV,q,p,1809
CVOE_B,10,1,3,36,P 11,Number,Y,TRUE,OE,q,q,3020
CVOE_B,10,1,3,37,D 39,Number,N,TRUE,OE,q,p,3267
CVOE_B,10,1,3,38,E 90,Number,N,TRUE,OE,p,q,1538
CVOE_B,10,1,3,39,I 38,Number,N,TRUE,OE,p,q,1685
CVOE_B,10,1,3,40,S 35,Letter,Y,TRUE,CV,q,p,910
CVOE_B,10,1,3,41,D 41,Number,Y,TRUE,OE,q,p,6460
CVOE_B,10,1,3,42,E 06,Number,N,TRUE,OE,p,p,2476
CVOE_B,10,1,3,43,A 27,Number,N,FALSE,OE,q,p,3317
CVOE_B,10,1,3,44,U 95,Letter,Y,FALSE,CV,p,q,1638
CVOE_B,10,1,3,45,A 53,Letter,N,FALSE,CV,p,p,1207
CVOE_B,10,1,3,46,E 43,Letter,N,FALSE,CV,p,p,1104
CVOE_B,10,1,3,47,P 05,Number,Y,TRUE,OE,q,p,2934
CVOE_B,10,1,3,48,O 19,Letter,Y,FALSE,CV,q,q,3506
CVOE_B,10,1,3,49,I 96,Number,Y,TRUE,OE,p,p,4377
CVOE_B,10,1,3,50,A 88,Number,N,TRUE,OE,p,q,1389
CVOE_B,10,1,3,51,I 67,Number,N,FALSE,OE,q,p,1963
CVOE_B,10,1,3,52,D 40,Number,N,FALSE,OE,p,q,3484
CVOE_B,10,1,3,53,P 79,Letter,Y,TRUE,CV,q,p,2238
CVOE_B,10,1,3,54,U 24,Number,Y,TRUE,OE,p,q,5039
CVOE_B,10,1,3,55,P 74,Number,N,FALSE,OE,p,p,2281
CVOE_B,10,1,3,56,E 70,Number,N,TRUE,OE,p,q,1626
CVOE_B,10,1,3,57,S 27,Number,N,TRUE,OE,q,q,1488
CVOE_B,10,1,3,58,E 54,Letter,Y,TRUE,CV,p,p,1196
CVOE_B,10,1,3,59,A 53,Letter,N,FALSE,CV,p,q,3132
CVOE_B,10,1,3,60,P 34,Letter,N,FALSE,CV,q,p,7544
CVOE_B,10,1,3,61,D 74,Number,Y,FALSE,OE,p,q,1977
CVOE_B,10,1,3,62,A 03,Letter,Y,FALSE,CV,p,q,2148
CVOE_B,10,1,3,63,E 24,Number,Y,TRUE,OE,p,p,3907
CVOE_B,10,1,3,64,I 58,Letter,Y,TRUE,CV,p,q,2426
CVOE_B,10,1,3,65,D 77,Number,Y,TRUE,OE,q,q,2152
CVOE_B,10,1,3,66,S 75,Number,N,TRUE,OE,q,q,4526
CVOE_B,10,1,3,67,I 20,Letter,Y,TRUE,CV,p,p,1379
CVOE_B,10,1,3,68,J 52,Letter,N,FALSE,CV,q,q,4478
CVOE_B,10,1,3,69,A 38,Number,Y,TRUE,OE,p,p,2472
CVOE_B,10,1,3,70,I 60,Letter,Y,TRUE,CV,p,p,4311
CVOE_B,10,1,3,71,S 51,Number,Y,TRUE,OE,q,p,4302
CVOE_B,10,1,3,72,D 63,Letter,Y,TRUE,CV,q,q,3637
CVOE_B,10,1,3,73,U 27,Letter,N,FALSE,CV,p,q,2343
CVOE_B,10,1,3,74,J 77,Letter,N,TRUE,CV,q,p,877
CVOE_B,10,1,3,75,O 15,Number,Y,FALSE,OE,q,p,4622
CVOE_B,10,1,3,76,J 20,Letter,Y,FALSE,CV,q,q,1621
CVOE_B,10,1,3,77,U 97,Number,Y,FALSE,OE,q,p,3579
CVOE_B,10,1,3,78,H 03,Number,N,TRUE,OE,q,q,2719
CVOE_B,10,1,3,79,O 04,Letter,Y,TRUE,CV,p,q,1881
CVOE_B,10,1,3,80,E 10,Letter,N,TRUE,CV,p,p,961
CVOE_B,10,1,3,81,I 52,Letter,N,TRUE,CV,p,p,914
CVOE_B,10,1,3,82,H 81,Number,Y,TRUE,OE,q,q,856
CVOE_B,10,1,3,83,I 41,Number,N,FALSE,OE,q,p,7131
CVOE_B,10,1,3,84,U 19,Letter,Y,FALSE,CV,p,q,6745
CVOE_B,10,1,3,85,O 17,Number,Y,FALSE,OE,q,p,4009
CVOE_B,10,1,3,86,A 10,Number,N,TRUE,OE,p,p,4301
CVOE_B,10,1,3,87,P 93,Letter,Y,TRUE,CV,q,p,1676
CVOE_B,10,1,3,88,E 59,Letter,N,FALSE,CV,p,q,1221
CVOE_B,10,1,3,89,O 53,Letter,N,FALSE,CV,p,p,995
CVOE_B,10,1,3,90,A 96,Letter,N,TRUE,CV,p,q,1852
CVOE_B,10,1,3,91,H 36,Letter,Y,FALSE,CV,q,p,1015
CVOE_B,10,1,3,92,A 63,Letter,N,FALSE,CV,p,q,1210
CVOE_B,10,1,3,93,I 38,Letter,N,TRUE,CV,p,q,1030
CVOE_B,10,1,3,94,O 51,Number,Y,FALSE,OE,q,q,1444
CVOE_B,10,1,3,95,J 26,Number,N,FALSE,OE,p,p,2180
CVOE_B,10,1,3,96,S 34,Letter,Y,FALSE,CV,q,q,2747
CVOE_B,10,1,3,97,U 85,Number,Y,FALSE,OE,q,p,6737
CVOE_B,10,1,3,98,J 77,Number,N,TRUE,OE,q,q,2991
CVOE_B,10,1,3,99,I 73,Letter,Y,FALSE,CV,p,q,3125
CVOE_B,10,1,3,100,H 46,Number,Y,FALSE,OE,p,p,1623
CVOE_B,10,1,3,101,D 04,Number,N,FALSE,OE,p,p,1333
CVOE_B,10,1,3,102,P 72,Letter,Y,FALSE,CV,q,q,1704
CVOE_B,10,1,3,103,D 99,Number,Y,TRUE,OE,q,p,3415
CVOE_B,10,1,3,104,U 25,Letter,Y,FALSE,CV,p,q,3939
CVOE_B,10,1,3,105,O 32,Letter,N,TRUE,CV,p,q,1015
CVOE_B,10,1,3,106,E 80,Letter,N,TRUE,CV,p,q,802
CVOE_B,10,1,3,107,O 84,Number,Y,TRUE,OE,p,p,3195
CVOE_B,10,1,3,108,A 78,Number,N,TRUE,OE,p,q,6340
CVOE_B,10,1,3,109,S 05,Number,N,TRUE,OE,q,p,2060
CVOE_B,10,1,3,110,U 35,Letter,Y,FALSE,CV,p,p,1648
CVOE_B,10,1,3,111,H 14,Letter,N,FALSE,CV,q,p,5435
CVOE_B,10,1,3,112,U 15,Number,Y,FALSE,OE,q,q,3430
CVOE_B,10,1,3,113,E 36,Letter,Y,TRUE,CV,p,p,2028
CVOE_B,10,1,3,114,P 70,Letter,N,FALSE,CV,q,p,899
CVOE_B,10,1,3,115,O 44,Number,Y,TRUE,OE,p,p,1566
CVOE_B,10,1,3,116,S 41,Letter,Y,TRUE,CV,q,q,2823
CVOE_B,10,1,3,117,D 83,Letter,N,TRUE,CV,q,p,3613
CVOE_B,10,1,3,118,J 39,Letter,N,TRUE,CV,q,p,1201
CVOE_B,10,1,3,119,S 22,Number,Y,FALSE,OE,p,q,1658
CVOE_B,10,1,3,120,D 89,Letter,Y,TRUE,CV,q,p,1686
CVOE_B,10,1,3,121,P 87,Letter,N,TRUE,CV,q,q,1206
CVOE_B,10,1,3,122,H 42,Letter,N,FALSE,CV,q,p,903
CVOE_B,10,1,3,123,S 49,Letter,N,TRUE,CV,q,p,829
CVOE_B,10,1,3,124,J 20,Number,Y,FALSE,OE,p,q,3219
CVOE_B,10,1,3,125,O 19,Letter,Y,FALSE,CV,p,q,1671
CVOE_B,10,1,3,126,H 50,Letter,N,FALSE,CV,q,p,837
CVOE_B,10,1,3,127,I 68,Number,Y,TRUE,OE,p,p,3774
CVOE_B,10,1,3,128,J 72,Number,N,FALSE,OE,p,q,2434
CVOE_B,10,1,3,129,O 21,Number,N,FALSE,OE,q,q,2355
CVOE_B,10,1,3,130,H 22,Number,N,FALSE,OE,p,p,2028
CVOE_B,10,1,4,1,A 44,Letter,N,TRUE,CV,p,p,7752
CVOE_B,10,1,4,2,D 94,Letter,N,FALSE,CV,q,q,1291
CVOE_B,10,1,4,3,E 75,Number,Y,FALSE,OE,q,p,4558
CVOE_B,10,1,4,4,H 81,Number,N,TRUE,OE,q,q,3352
CVOE_B,10,1,4,5,I 64,Letter,Y,TRUE,CV,p,q,1415
CVOE_B,10,1,4,6,J 54,Letter,N,FALSE,CV,q,p,1850
CVOE_B,10,1,4,7,O 23,Number,Y,FALSE,OE,q,p,1654
CVOE_B,10,1,4,8,P 05,Number,N,TRUE,OE,q,q,1993
CVOE_B,10,1,4,9,S 34,Letter,Y,FALSE,CV,q,q,2098
CVOE_B,10,1,4,10,U 88,Letter,N,TRUE,CV,p,q,3182
CVOE_B,10,1,4,11,A 70,Number,Y,TRUE,OE,p,q,2133
CVOE_B,10,1,4,12,D 12,Number,N,FALSE,OE,p,p,2392
CVOE_B,10,1,4,13,E 79,Letter,Y,FALSE,CV,p,p,4415
CVOE_B,10,1,4,14,H 72,Letter,N,FALSE,CV,q,q,1155
CVOE_B,10,1,4,15,I 41,Number,Y,FALSE,OE,q,p,1396
CVOE_B,10,1,4,16,J 63,Number,N,TRUE,OE,q,q,1749
CVOE_B,10,1,4,17,O 03,Letter,Y,FALSE,CV,p,q,1419
CVOE_B,10,1,4,18,P 75,Letter,N,TRUE,CV,q,p,2990
CVOE_B,10,1,4,19,S 61,Number,Y,TRUE,OE,q,q,2069
CVOE_B,10,1,4,20,U 28,Number,N,TRUE,OE,p,q,2763
CVOE_B,10,1,4,21,A 21,Letter,Y,FALSE,CV,p,p,1460
CVOE_B,10,1,4,22,D 18,Letter,N,FALSE,CV,q,p,2274
CVOE_B,10,1,4,23,E 35,Number,Y,FALSE,OE,q,q,2732
CVOE_B,10,1,4,24,H 62,Number,N,FALSE,OE,p,p,3031
CVOE_B,10,1,4,25,I 82,Letter,Y,TRUE,CV,p,q,1534
CVOE_B,10,1,4,26,J 78,Letter,N,FALSE,CV,q,q,1490
CVOE_B,10,1,4,27,O 12,Number,Y,TRUE,OE,p,q,3333
CVOE_B,10,1,4,28,P 13,Number,N,TRUE,OE,q,p,6969
CVOE_B,10,1,4,29,S 07,Letter,Y,TRUE,CV,q,p,7823
CVOE_B,10,1,4,30,U 36,Letter,N,TRUE,CV,p,q,887
CVOE_B,10,1,4,31,A 96,Number,Y,TRUE,OE,p,q,4042
CVOE_B,10,1,4,32,D 04,Number,N,FALSE,OE,p,p,1588
CVOE_B,10,1,4,33,E 60,Letter,Y,TRUE,CV,p,q,1218
CVOE_B,10,1,4,34,H 83,Letter,N,TRUE,CV,q,p,1893
CVOE_B,10,1,4,35,I 64,Number,Y,TRUE,OE,p,p,1441
CVOE_B,10,1,4,36,J 76,Number,N,FALSE,OE,p,p,4530
CVOE_B,10,1,4,37,O 78,Letter,Y,TRUE,CV,p,q,2422
CVOE_B,10,1,4,38,P 09,Letter,N,TRUE,CV,q,p,1357
CVOE_B,10,1,4,39,S 72,Number,Y,FALSE,OE,p,p,1542
CVOE_B,10,1,4,40,U 47,Number,N,FALSE,OE,q,p,3364
CVOE_B,10,1,4,41,A 31,Letter,Y,FALSE,CV,p,q,1789
CVOE_B,10,1,4,42,D 96,Letter,N,FALSE,CV,q,p,2147
CVOE_B,10,1,4,43,E 40,Number,Y,TRUE,OE,p,q,2418
CVOE_B,10,1,4,44,H 79,Number,N,TRUE,OE,q,p,2093
CVOE_B,10,1,4,45,I 15,Letter,Y,FALSE,CV,p,p,4105
CVOE_B,10,1,4,46,J 07,Letter,N,TRUE,CV,q,p,1480
CVOE_B,10,1,4,47,O 61,Number,Y,FALSE,OE,q,q,3945
CVOE_B,10,1,4,48,P 58,Number,N,FALSE,OE,p,p,2104
CVOE_B,10,1,4,49,S 37,Letter,Y,TRUE,CV,q,p,2782
CVOE_B,10,1,4,50,U 61,Letter,N,FALSE,CV,p,q,1501
CVOE_B,10,1,4,51,A 17,Number,Y,FALSE,OE,q,p,1531
CVOE_B,10,1,4,52,D 85,Number,N,TRUE,OE,q,p,2126
CVOE_B,10,1,4,53,E 20,Letter,Y,TRUE,CV,p,p,1914
CVOE_B,10,1,4,54,H 86,Letter,N,FALSE,CV,q,p,1027
CVOE_B,10,1,4,55,I 21,Number,Y,FALSE,OE,q,q,2065
CVOE_B,10,1,4,56,J 29,Number,N,TRUE,OE,q,q,2472
CVOE_B,10,1,4,57,O 13,Letter,Y,FALSE,CV,p,p,2551
CVOE_B,10,1,4,58,P 82,Letter,N,FALSE,CV,q,q,4324
CVOE_B,10,1,4,59,S 72,Number,Y,FALSE,OE,p,p,4359
CVOE_B,10,1,4,60,U 84,Number,N,TRUE,OE,p,p,4496
CVOE_B,10,1,4,61,A 49,Letter,Y,FALSE,CV,p,q,1822
CVOE_B,10,1,4,62,D 91,Letter,N,TRUE,CV,q,q,1828
CVOE_B,10,1,4,63,E 99,Number,Y,FALSE,OE,q,p,2202
CVOE_B,10,1,4,64,H 16,Number,N,FALSE,OE,p,q,2963
CVOE_B,10,1,4,65,I 45,Letter,Y,FALSE,CV,p,q,2108
CVOE_B,10,1,4,66,J 70,Letter,N,FALSE,CV,q,q,947
CVOE_B,10,1,4,67,O 22,Number,Y,TRUE,OE,p,q,1673
CVOE_B,10,1,4,68,P 41,Number,N,TRUE,OE,q,q,7847
CVOE_B,10,1,4,69,S 93,Letter,Y,TRUE,CV,q,p,853
CVOE_B,10,1,4,70,U 70,Letter,N,TRUE,CV,p,p,1704
CVOE_B,10,1,4,71,A 42,Number,Y,TRUE,OE,p,p,1782
CVOE_B,10,1,4,72,D 85,Number,N,TRUE,OE,q,q,3948
CVOE_B,10,1,4,73,E 68,Letter,Y,TRUE,CV,p,q,2691
CVOE_B,10,1,4,74,H 17,Letter,N,TRUE,CV,q,p,4031
CVOE_B,10,1,4,75,I 70,Number,Y,TRUE,OE,p,q,1142
CVOE_B,10,1,4,76,J 88,Number,N,FALSE,OE,p,p,1532
CVOE_B,10,1,4,77,O 32,Letter,Y,TRUE,CV,p,q,1399
CVOE_B,10,1,4,78,P 95,Letter,N,TRUE,CV,q,p,1704
CVOE_B,10,1,4,79,S 98,Number,Y,FALSE,OE,p,p,1182
CVOE_B,10,1,4,80,U 37,Number,N,FALSE,OE,q,p,3324
CVOE_B,10,1,4,81,A 56,Letter,Y,TRUE,CV,p,q,2262
CVOE_B,10,1,4,82,D 57,Letter,N,TRUE,CV,q,p,3612
CVOE_B,10,1,4,83,E 93,Number,Y,FALSE,OE,q,p,1648
CVOE_B,10,1,4,84,H 27,Number,N,TRUE,OE,q,q,2412
CVOE_B,10,1,4,85,I 35,Letter,Y,FALSE,CV,p,p,1088
CVOE_B,10,1,4,86,J 03,Letter,N,TRUE,CV,q,q,619
CVOE_B,10,1,4,87,O 28,Number,Y,TRUE,OE,p,q,2094
CVOE_B,10,1,4,88,P 59,Number,N,TRUE,OE,q,q,2818
CVOE_B,10,1,4,89,S 77,Letter,Y,TRUE,CV,q,p,1278
CVOE_B,10,1,4,90,U 05,Letter,N,FALSE,CV,p,p,3622
CVOE_B,10,1,4,91,A 56,Number,Y,TRUE,OE,p,p,2317
CVOE_B,10,1,4,92,D 01,Number,N,TRUE,OE,q,q,3614
CVOE_B,10,1,4,93,E 02,Letter,Y,TRUE,CV,p,q,1491
CVOE_B,10,1,4,94,H 68,Letter,N,FALSE,CV,q,p,1310
CVOE_B,10,1,4,95,I 05,Number,Y,FALSE,OE,q,p,1740
CVOE_B,10,1,4,96,J 55,Number,N,TRUE,OE,q,p,3136
CVOE_B,10,1,4,97,O 73,Letter,Y,FALSE,CV,p,p,4708
CVOE_B,10,1,4,98,P 41,Letter,N,TRUE,CV,q,p,3227
CVOE_B,10,1,4,99,S 92,Number,Y,FALSE,OE,p,q,1658
CVOE_B,10,1,4,100,U 34,Number,N,TRUE,OE,p,p,1525
CVOE_B,10,1,4,101,A 09,Letter,Y,FALSE,CV,p,q,1078
CVOE_B,10,1,4,102,D 92,Letter,N,FALSE,CV,q,q,1839
CVOE_B,10,1,4,103,E 48,Number,Y,TRUE,OE,p,p,1399
CVOE_B,10,1,4,104,H 76,Number,N,FALSE,OE,p,q,6152
CVOE_B,10,1,4,105,I 44,Letter,Y,TRUE,CV,p,p,1691
CVOE_B,10,1,4,106,J 67,Letter,N,TRUE,CV,q,q,886
CVOE_B,10,1,4,107,O 48,Number,Y,TRUE,OE,p,q,1231
CVOE_B,10,1,4,108,P 22,Number,N,FALSE,OE,p,q,1845
CVOE_B,10,1,4,109,S 86,Letter,Y,FALSE,CV,q,p,1326
CVOE_B,10,1,4,110,U 35,Letter,N,FALSE,CV,p,q,894
CVOE_B,10,1,4,111,A 91,Number,Y,FALSE,OE,q,q,1610
CVOE_B,10,1,4,112,D 78,Number,N,FALSE,OE,p,q,1581
CVOE_B,10,1,4,113,E 91,Letter,Y,FALSE,CV,p,q,4419
CVOE_B,10,1,4,114,H 54,Letter,N,FALSE,CV,q,p,1016
CVOE_B,10,1,4,115,I 65,Number,Y,FALSE,OE,p,p,1571
CVOE_B,10,1,4,116,J 52,Number,N,FALSE,OE,p,q,2854
CVOE_B,10,1,4,117,O 19,Letter,Y,FALSE,CV,p,p,3050
CVOE_B,10,1,4,118,P 48,Letter,N,FALSE,CV,q,p,894
CVOE_B,10,1,4,119,S 45,Number,Y,TRUE,OE,q,q,1290
CVOE_B,10,1,4,120,U 26,Number,N,TRUE,OE,p,p,5109
CVOE_B,6,1,1,11,A 24,,,TRUE,OE,p,p,4245
CVOE_B,6,1,1,12,O 83,,,FALSE,OE,q,q,1111
CVOE_B,6,1,1,13,H 55,,,TRUE,OE,q,q,1061
CVOE_B,6,1,1,14,P 10,,,FALSE,OE,p,p,875
CVOE_B,6,1,1,15,D 30,,,FALSE,OE,p,p,964
CVOE_B,6,1,1,16,U 62,,,TRUE,OE,p,p,812
CVOE_B,6,1,1,17,P 95,,,TRUE,OE,q,q,871
CVOE_B,6,1,1,18,U 06,,,TRUE,OE,p,p,693
CVOE_B,6,1,1,19,E 75,,,FALSE,OE,q,q,1136
CVOE_B,6,1,1,20,I 67,,,FALSE,OE,q,q,788
CVOE_B,6,1,1,21,S 13,,,TRUE,OE,q,q,857
CVOE_B,6,1,1,22,P 78,,,FALSE,OE,p,p,693
CVOE_B,6,1,1,23,I 15,,,FALSE,OE,q,q,1664
CVOE_B,6,1,1,24,D 27,,,TRUE,OE,q,q,646
CVOE_B,6,1,1,25,O 94,,,TRUE,OE,p,p,798
CVOE_B,6,1,1,26,A 65,,,FALSE,OE,q,q,2471
CVOE_B,6,1,1,27,I 42,,,TRUE,OE,p,p,1205
CVOE_B,6,1,1,28,E 25,,,FALSE,OE,q,q,758
